"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"rm_na_rpoA",0.0123051000000001,0.00211307000000002,0.00882740000000009,0.00427809000000003,0.0215602500000002,0.0540281100000001,0.0223927100000002,0.00945929000000001,0.0154112899999998,0.0326195899999997,0.0244164900000002,0.0437813999999997,0.0251107499999999,0.0899170399999997,0.00170369999999999,0.01030299,0.00893267000000006,0.00796796000000004,0.0133098499999999,0.0351803999999998,0.0570806400000003,0.0821079399999997,0.0767041299999996,0.0191211200000001
"rm_na_rpoB",0.00949692000000006,1.15e-06,0.00352349000000001,0.00795920000000005,0.0136879699999998,0.0586082800000006,0.0149954600000001,0.0258777800000002,0.0179691999999999,0.0307171100000003,0.0264820000000001,0.0318640400000001,0.0198933999999998,0.0618505800000002,0.000979500000000011,0.0044635,0.00659601000000004,0.01261066,0.0203352200000002,0.0305630399999999,0.0328117100000001,0.0481259100000005,0.0446324600000004,0.0147574299999999
"rm_na_rpoC1",0.0110240999999999,0.000762839999999997,0.00735585000000002,0.00554028,0.0104244900000001,0.0424727300000003,0.01004023,0.01036574,0.01457316,0.0314165500000001,0.0226420400000002,0.0344379999999998,0.00897107999999999,0.0835131199999993,0.00373498000000003,0.00192382000000001,0.00520585999999998,0.0124237400000001,0.01443522,0.0415797700000003,0.0347530399999997,0.0477302900000001,0.0380818000000001,0.0171305499999999
"rm_na_rpoC2",0.0124253700000001,0.00274802,0.00914015999999994,0.00373518000000001,0.0146711100000001,0.0724462500000004,0.0237707499999999,0.0189221500000002,0.0253792900000001,0.04139541,0.0328406699999999,0.0494705300000004,0.0221509300000002,0.10559241,0.00484905999999997,0.00907646999999994,0.0120335200000001,0.0197148199999999,0.0281403100000002,0.0469237899999999,0.0552137799999999,0.0703174000000008,0.0578536800000006,0.0193080100000001
"rm_na_rps11",0.0129477,1.49999999999999e-07,0.0130662599999999,0.00448385000000003,0.0245122499999998,0.0567801699999998,0.00879759999999993,0.0174374199999999,0.0259338699999998,0.0460243699999996,0.0465481100000001,0.0389470300000004,0.0323325000000001,0.1369688,0.00491332000000001,0.01856873,1.65999999999998e-06,0.0137909599999999,0.02963462,0.0281934400000002,0.0581702200000005,0.0660927500000004,0.0760049400000004,0.0201196599999999
"rm_na_rps12",0.0173792900000002,2.29999999999999e-07,2.90000000000003e-07,2.29999999999999e-07,2.29999999999999e-07,0.00972208999999999,0.00477173999999999,2.70000000000001e-07,0.00484942999999996,0.00481071000000002,0.00967504000000002,2.20000000000002e-07,0.00474299999999999,0.00484039999999998,0.00481849000000005,0.00480549999999999,2.60000000000001e-07,0.00483241000000001,2.20000000000002e-07,0.00483253000000004,2.50000000000001e-07,0.0437786900000002,2.10000000000001e-07,0.0270059899999999
"rm_na_rps14",0.0138094299999999,0.00538916999999995,0.01238777,0.00436064,0.00463163000000004,0.0583372299999996,0.00320580999999998,0.0216909399999999,0.0244333999999999,0.0124488899999999,0.0113141899999999,0.0413108899999999,0.0158715599999999,0.0651535599999996,3.60000000000003e-07,0.00715328000000001,0.00999337999999989,0.0198462000000002,0.0250242100000001,0.00791515999999995,0.0475525700000005,0.0437614299999995,0.0268808100000002,0.0214587200000002
"rm_na_rps15",0.0211439,2.29999999999999e-07,4.82e-06,1.53e-06,0.0215624600000001,0.0740322099999993,0.0298186900000003,0.0115259,0.0512070299999999,0.0458964799999995,0.0944834399999999,0.0451185400000001,0.02189175,0.12118386,0.00865945000000006,0.0129245099999999,0.00350807999999999,0.0313799000000001,0.0454374399999998,0.0224001699999998,0.1047098,0.0902240500000003,0.0756524200000004,0.0328558899999998
"rm_na_rps16",0.0169505199999999,0.00635835999999998,4.59999999999996e-07,5.89999999999995e-07,0.0178374,0.0652541699999997,0.0896134199999996,0.01115574,0.0456473800000003,0.0425899000000001,0.0195342600000001,0.0221325800000001,0.0226809099999998,0.0861722800000007,0.00338918000000002,7.10000000000008e-07,0.00698206000000004,0.0273464800000003,0.0182134400000002,0.0293803600000003,0.0396603900000004,0.04656638,0.0273511599999998,0.0263397199999998
"rm_na_rps18",0.0145647800000002,5.89999999999995e-07,7.40000000000006e-07,9.50000000000006e-07,3.60000000000003e-07,0.0223681200000002,0.00485779,0.01124704,0.01045546,0.0266616699999997,0.00527579999999998,0.0104204099999999,0.0218586999999998,0.12711673,3.60000000000003e-07,3.50000000000004e-07,6.70000000000005e-07,0.0158143700000001,0.0105471499999999,0.0049253,0.0327915700000001,0.0840662899999999,0.01610055,0.0226324800000001
"rm_na_rps19",0.0117471999999999,0.0219422999999998,0.00830873999999994,0.01203009,0.0178364699999999,0.0490867099999996,0.02192884,0.0263975100000001,0.0148069500000001,0.0548112199999994,0.0246717599999999,0.00443389999999996,0.00653448000000001,0.19238001,0.00805907000000006,0.0085860200000001,6.70000000000005e-07,0.0290923200000003,0.0175659500000002,0.0348428000000003,0.0563842099999995,0.11959156,0.06134634,0.0182541899999999
"rm_na_rps2",0.00897360000000009,0.00404767999999996,0.00514215999999996,0.01197685,0.0177831700000002,0.0420356800000005,0.0138025299999999,0.00392461,0.0144147900000001,0.0224644799999999,0.0270398000000002,0.0353151499999998,0.01530501,0.0834252500000002,0.00360183000000001,0.00525674000000004,0.00311140999999999,0.00321941999999998,0.0166483700000001,0.0216300300000002,0.0405283399999997,0.0454277899999996,0.0512960100000003,0.0139442399999999
"rm_na_rps3",0.01493997,3.69999999999995e-07,0.00958481999999995,0.01053901,0.0155575499999999,0.0712553100000002,0.01003459,0.00406248000000003,0.0405789399999997,0.0430299899999998,0.0309164500000002,0.0507417299999998,0.0260773799999997,0.12937556,0.00218278000000002,0.00515061999999999,0.00884777999999994,0.0199117299999998,0.0266127599999997,0.0374120099999997,0.0536465600000004,0.0842342100000004,0.0857600299999996,0.0232154900000002
"rm_na_rps4",0.0158177,3.69999999999995e-07,0.00527737999999995,0.00408530999999998,0.0166418600000001,0.0436829500000004,0.0125337599999999,0.0141942800000002,0.0163815099999999,0.0242469200000003,0.0172473999999999,0.0366010799999997,0.0131421099999999,0.06639495,5.80000000000004e-07,0.000512819999999997,0.0169773500000001,0.012343,0.0164603899999998,0.0372356200000003,0.0437334099999996,0.0627031199999996,0.0361569900000004,0.0245794100000001
"rm_na_rps7",0.00170372,1.49999999999999e-07,0.00219441000000001,1.49999999999999e-07,0.00218755,0.00219116999999997,0.00436647000000002,0.00220254999999999,0.00219346999999998,0.00217428000000002,0.00878978999999995,1.40000000000001e-07,0.00217221999999998,0.0316640100000003,1.40000000000001e-07,1.80000000000002e-07,0.00216457,0.00664723000000002,0.00440268000000002,0.00221512000000002,0.00665338000000004,0.0180046299999999,0.00217508000000002,0.00264744
"rm_na_rps8",0.0161288999999999,1.49999999999999e-07,3.50000000000004e-07,2.29999999999999e-07,0.0251429899999998,0.10329735,0.01460818,0.0123065999999999,0.0253176499999999,0.0183250999999998,0.0402607500000004,0.0579186099999994,0.0365617799999999,0.11311047,0.00495941999999999,0.00428906000000002,0.0373133600000004,0.0230784599999998,0.0304843599999998,0.02982255,0.0460030800000003,0.060736,0.0894982000000005,0.0250629900000001
"rm_na_ycf3",0.00449799000000002,2.29999999999999e-07,2.90000000000003e-07,0.00466700999999997,0.0133144000000001,0.0697978999999997,9.60000000000003e-07,0.00746775000000006,0.0255999799999998,0.0270309400000002,0.0150155299999999,0.0414449699999997,0.02020982,0.0313253800000001,0.0120031099999999,0.00376108999999999,0.0113501100000001,0.0292116000000001,5.69999999999998e-07,0.0234603999999997,0.0386250800000003,0.0415689099999996,0.0370428600000003,0.00698950999999998
"rm_na_ycf4",0.0097067300000001,2.29999999999999e-07,0.00594973,0.00606884000000002,0.01282524,0.0567400399999996,0.00720374999999995,0.0299351499999997,0.0176466000000002,0.0341380499999997,0.0388737899999996,0.0308910600000003,0.0201032600000001,0.0866777700000004,0.00300763,0.0024557,0.00641977000000006,0.01546519,0.0166592300000001,0.0553291699999999,0.0452767800000004,0.12408168,0.0577532299999999,0.0150834700000001
