"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55"
"gene117.fasta",0.003898853328,0.01713148664,0.04532605129,0.03202657898,0.006477115996,0.004662608655,0.01005174519,0.04392220358,0.02442355308,0.01999808801,0.07058579321,0.05535497932,0.04767376607,0.009802007464,0.007082610395,0.01271094784,0.03053843397,0.02986549895,0.01380821636,0.06063857582,0.008290454248,0.02218438972,0.04320841388,0.003042093653,0.00681071521,0.007702541652,0.003180288523,0.004693320286,0.03312803745,0.02352904382,0.04392150716,0.03311751026,0.01282242858,0.02850304735,0.03457544338,0.01259023152,0.05319845474,0.05940893544,0.003900796349,0.006782249109,0.0147275929,0.004771521172,0.003584035193,0.003407692232,0.000489479512,0.002220429318,0.003716038489,0.001683590075,0.006371438034,0.007980769605,0.01938838034,0.03769934173,0.01017689138,0.02287983307,0.0295814932
"gene118.fasta",0.005047568795,0.1053901114,0.1948402482,0.06526782491,0.01119415631,0.01545740734,0.02876883387,0.09798401474,0.03498908469,0.07399349159,0.1125262269,0.09675124059,0.07252573789,0.01044899998,0.02046420777,0.05461114324,0.09042335206,0.09298944729,0.01762305802,0.1109762018,0.0120155215,0.03367289985,0.07746368775,0.01798025799,0.00432849028,0.01949056654,0.004179199537,0.00647970822,0.05053139263,0.03144352141,0.04438071362,0.1016617924,0.02814587629,0.04943654922,0.05277382534,0.03160846836,0.125106261,0.1067308968,0.01137800786,0.00789573951,0.029236707,0.008828014111,0.005597031866,0.003564347549,0.001371516608,0.003094834543,0.004146571299,0.005713205996,0.007515846877,0.01015998047,0.03776110702,0.0603850636,0.03085601928,0.07314936579,0.07263446272
"gene119.fasta",0.002304094608,0.01080271497,0.02940059422,0.0148114949,0.004596480697,0.001038725162,0.00532857904,0.02989707459,0.01367187807,0.0305827839,0.0297958334,0.06748469997,0.02591646121,0.004027934476,0.003993393632,0.006284692384,0.02180217347,0.01970774511,0.009739466206,0.05084431843,0.001999343277,0.01707606132,0.02498552249,0.001757264091,0.003162840936,0.004669857799,0.00302272499,0.002900986018,0.01773368427,0.007160056601,0.01416839556,0.01603494798,0.007613321092,0.01325295931,0.01294605119,0.01031235318,0.03275962262,0.03215582198,0.003455111825,0.001396324209,0.009726092742,0.002909116094,0.002874434341,0.001427072505,0.0005370789328,0.001332778461,0.0003321138554,0.0008637764964,0.003939165298,0.01385681343,0.01344195345,0.01576954275,0.00446122619,0.0101489418,0.02212053484
"gene12.fasta",0.003123665768,0.04564493274,0.0751150415,0.04760794832,0.02029025188,0.0004402328922,0.01221157762,0.06899071345,0.03557152233,0.03886174492,0.06117650041,0.08885145378,0.07922244466,0.009003523572,0.0117137886,0.0185398197,0.03507158154,0.05017298507,0.0216696943,0.1188735731,0.009241794035,0.03477242759,0.060966457,0.009552455382,0.005887604237,0.005935972255,0.003759835567,0.007237292906,0.03936901483,0.04328414889,0.08902105795,0.04818196372,0.02254087945,0.04751409523,0.0513563458,0.0139403223,0.09878911049,0.09468203852,0.009177251041,0.01477319122,0.04142453343,0.01552294369,0.005035741496,0.008646698177,0.0005498690382,0.00406506891,0.004477065316,0.006824354329,0.008347234325,0.04498475099,0.03697507758,0.05635363109,0.01374735873,0.04695659591,0.06202529996
"gene120.fasta",0.00956864853,0.05708797704,0.1081366046,0.05259088116,0.01727743827,0.01338079619,0.01937272916,0.1385274198,0.07958941839,0.05131228675,0.1267561617,0.1322722363,0.1112342959,0.01162273717,0.01130805237,0.03551211681,0.05829190595,0.08995245821,0.03630538939,0.1453502387,0.02658870078,0.04222855957,0.07100405364,0.01190248686,0.007919909757,0.02159508554,0.00787381706,0.01347743311,0.05888591491,0.04570233496,0.06927594684,0.05938940928,0.03053158082,0.05529074026,0.04054945163,0.03980536464,0.1234106731,0.1336143107,0.01133362884,0.007550518591,0.04283549086,0.0116255942,0.01055909668,0.002900640087,0.001449008485,0.003200418466,0.003343589557,0.006604732524,0.007595575112,0.01309120741,0.05365147104,0.08469564539,0.03581576827,0.04902084366,0.06782887718
"gene122.fasta",0.001451809296,0.00902646347,0.06074620964,0.02236743008,0.004451093188,0.002665218671,0.004790116781,0.04514171932,0.02842788544,0.02221067605,0.0586340762,0.04481470622,0.02647820305,0.004786297439,0.001676037114,0.0135466446,0.0515890806,0.03410146034,0.00911911531,0.0485806275,0.005330090962,0.01341102704,0.04260809685,0.0009134841727,0.002194203063,0.001776157207,0.002493289038,0.00577913274,0.02324554712,0.01155537512,0.02478609597,0.02116996466,0.01660362479,0.02869970166,0.02652073947,0.01481305465,0.04029497902,0.04547209333,0.003282512086,0.0005867730232,0.01357421059,0.002623523914,1e-08,1e-08,1e-08,0.001050775662,0.00337648192,0.005780375438,0.002450482063,0.006373501996,0.01236713612,0.02637239331,0.003840834175,0.01799758081,0.04280544535
"gene123.fasta",0.008178670472,0.05956064838,0.08172860616,0.05900025929,0.00770113379,0.01411685878,0.005019162265,0.06068906343,0.03583269416,0.04327577385,0.06984536598,0.2193643415,0.05078997984,0.01355788243,0.00833625945,0.02102905566,0.03936703884,0.1101724251,0.02663796673,0.09848245917,0.01461772207,0.05401974122,0.07891683597,0.02637820133,0.002391898372,0.02528212958,0.01278918446,0.01209421327,0.1168878747,0.03417885027,0.07167391555,0.04204437425,0.05985101919,0.06592314816,0.11199182,0.03577057994,0.1062828337,0.1017549078,0.007943154108,0.01061204492,0.02483480183,0.007039711681,0.003414319059,0.004385541125,0.001451815013,0.003659542442,0.004463015968,0.003428374422,0.00333786167,0.0125230649,0.01847937785,0.04605573096,0.01775051538,0.04501116488,0.05898285595
"gene124.fasta",0.002364915915,0.01851178764,0.02869867967,0.009188762821,1e-08,0.004398061936,0.005990214834,0.03026295747,0.009431534704,0.01480643167,0.03713272409,0.04010794522,0.0328923509,0.003873456903,0.003261712353,0.005365460743,0.02056892382,0.01317643299,0.003211680146,0.05343963626,0.007882889186,0.008140620549,0.02485853632,0.007774368536,1e-08,0.003940586194,0.001352808269,0.003095234047,0.03562887466,0.01479891567,0.01667092087,0.01346966874,0.006417718254,0.0113274072,0.01046145489,0.009013297787,0.04371663906,0.03983620034,0.002162965942,1e-08,0.01083286285,0.002033906674,0.0007109133352,0.001369852975,1e-08,0.00137871456,1e-08,1e-08,0.00973120456,0.006837229488,0.01171481285,0.01755817279,0.002576807704,0.01436408614,0.01563418408
"gene125.fasta",0.004109074083,0.02785908686,0.1761174585,0.03984003598,0.006606700256,0.007279310962,0.01348809993,0.102561713,0.0261859507,0.0303074793,0.08785231109,0.08485671762,0.06756821169,0.004637962612,0.008448381697,0.01794126551,0.04397837629,0.04525278938,0.02341950425,0.1797134233,0.01556244531,0.03803267006,0.09584924838,0.01373939209,0.005657117791,0.006822044946,0.002589661233,0.00989967023,0.04487897442,0.02789848764,0.0616903716,0.04797398897,0.02105880801,0.05334775416,0.04358973189,0.01737068715,0.1101295305,0.07957635399,0.00399578111,0.01338220798,0.02879364263,0.008090882798,0.007461893781,0.002666969512,0.001341690991,0.002683372953,0.001341086571,1e-08,0.005400756544,0.02112971149,0.02899674195,0.04394137268,0.01380893401,0.04047870486,0.06170834215
"gene126.fasta",0.006817969548,0.05926788752,0.1118250207,0.08236319108,0.01125616646,0.003920639802,0.01048756316,0.0666952271,0.03486990238,0.05776674765,0.07209448433,0.08701553632,0.06051674563,0.006002656589,0.009441083948,0.01987033724,0.04104758529,0.03865527689,0.01859412991,0.08527814631,0.008681692848,0.02550908718,0.04443854758,0.01041264219,0.002143991235,0.009052840755,0.004737303272,0.006348791216,0.05523010839,0.02365133069,0.1914497285,0.04164517406,0.01819284522,0.04340248368,0.03741565661,0.03810296104,0.1711616995,0.1177498128,0.00974213552,0.004767735976,0.02232945693,0.0047310997,0.004617668979,0.003462448016,1e-08,0.003066084647,0.001647913762,0.00191949675,0.004689477718,0.01313393672,0.0234873799,0.05502463814,0.01060217239,0.0231526709,0.04394676416
"gene127.fasta",0.005965043514,0.05326938464,0.04467201705,0.08182848057,0.006801397699,0.003099388239,0.007415532994,0.09367524771,0.03443739506,0.02875391017,0.04054114424,0.05862857724,0.03221964792,0.005039844144,0.006128997573,0.03637403799,0.05042118952,0.03360801161,0.006135644803,0.06715270878,0.007104879563,0.01760514505,0.02255715535,0.006363846917,0.0008373649064,0.0608092106,0.003281955852,0.02295498526,0.05391108859,0.04603122614,0.04319495564,0.1085135819,0.008498351992,0.02628864348,0.02473809723,0.01576806063,0.03548428712,0.1966359145,0.002181024903,0.003979277149,0.01727106945,0.004466206782,0.00102458918,0.002375417382,0.0008718674389,0.00191909731,0.001177130664,0.0006205442334,0.004973320749,0.007339750888,0.01014113329,0.02993164985,0.01858962756,0.0254248407,0.03591249382
"gene128.fasta",0.005454497117,0.04333760432,0.06612126494,0.05955004145,0.008424514668,0.004642062281,0.006776743005,0.05539023814,0.02275871256,0.03037015667,0.05490832521,0.1371330493,0.056488854,0.0136811555,0.01333011267,0.0227878384,0.04021313908,0.04402837465,0.02750219998,0.08266617394,0.01128518218,0.0350389708,0.05374714884,0.008367459131,0.008704021653,0.04723229264,0.01106844729,0.01359627251,0.07301567725,0.03314687803,0.0606153028,0.08980134011,0.01928426037,0.03076654416,0.03199531827,0.01438169231,0.0913444333,0.06639442067,0.006951324919,0.005476063431,0.02380096843,0.007787358582,0.002311969679,0.003599339941,0.0007441989429,0.003548901761,0.0009255912052,0.001811599638,0.006037280554,0.009906765219,0.01825716062,0.07085992186,0.01094720015,0.04114514403,0.07296105281
"gene129.fasta",0.00406204723,0.03579963952,0.0821330279,0.0552013537,0.005979222061,0.007415247586,0.01197189681,0.07799665626,0.04893135645,0.03951430293,0.1134944623,0.1334473983,0.0873271094,0.009539464708,0.01276386749,0.01860040175,0.0604921446,0.05309272233,0.02104590053,0.1045180205,0.0159218963,0.04494903607,0.07372314913,0.006900305473,0.003782611861,0.01710453848,0.002458576837,0.007456675869,0.05568604024,0.0232533673,0.04577085846,0.03973345843,0.02626827024,0.04685237782,0.03176387973,0.01486084425,0.1656012974,0.1011786847,0.009044053147,0.00370363039,0.02797663507,0.01211189146,0.003485993516,0.003678496328,0.001497231301,0.002147892031,0.00360391117,0.004169560581,0.00882493569,0.05779445059,0.04415988864,0.06426234591,0.0193769469,0.03542118576,0.05860340856
"gene13.fasta",0.01340889853,0.03759949717,0.05429713034,0.05140927436,0.01414060504,0.005940154054,0.009625017303,0.06176524547,0.0252891539,0.03576151091,0.065165053,0.08342796521,0.05493420503,0.01026130266,0.005100734576,0.01933300674,0.05928630278,0.02941388816,0.00960773496,0.09100669063,0.01873279873,0.04471435231,0.05707042662,0.005929564508,0.00315288491,0.02678457047,0.009162659297,0.007452360266,0.05444100443,0.02207152601,0.05123156995,0.03427541252,0.01487044566,0.0614853016,0.04395736794,0.02632395091,0.08799023117,0.06333613612,0.007068976704,0.005940611481,0.01976193539,0.01113115599,0.00461286904,0.003023028646,1e-08,0.002622493492,0.0008735149813,1e-08,0.005561688114,0.01494364627,0.01771198117,0.05065158979,0.008684945495,0.02964511608,0.04498427749
