,0,1,2,3,4,5,6,7,8,9,10
0,-0.687292269824,-2.46083322021,-1.16342744394,-4.71568016456,-0.980495097237,-1.25871502109,-1.24756258323,-0.661469007303,-0.811724479594,-1.58626040021,-2.30152603538
1,-0.681089481056,-2.33548912654,-1.21030415813,-4.46398773547,-0.949823676284,-1.24753288958,-1.24983623128,-0.671758701775,-0.788392320839,-1.57603100976,-2.22934730525
2,-0.668601118776,-2.20625175959,-1.15699338346,-4.31108401735,-0.987784145724,-1.20360389234,-1.23013399574,-0.662326724689,-0.790019470502,-1.61494678816,-2.40018017379
3,-0.708700621471,-5.05758249802,-1.09655357313,-4.96443321098,-1.40566430562,-1.89912080639,-1.56227751113,-0.677931311403,-0.759300784954,-4.8755260507,-4.12736198731
4,-0.713645345728,-5.05771949232,-1.12652493745,-5.05071676751,-1.68801884837,-2.47159576781,-1.52475031613,-0.750862675257,-0.75920686494,-5.0011058464,-3.77569348141
5,-1.57163045264,-4.21853138659,-4.85615296792,-5.34802221005,-2.5455213556,-3.31353255058,-2.29929380482,-1.45830641209,-1.68723709134,-4.75338184359,-5.18341137485
6,-0.725769326462,-5.20092760879,-1.06348532423,-4.95070664591,-1.43620767023,-2.20230792135,-1.39337855247,-0.729487858354,-0.73122780904,-4.90599616763,-4.47526486936
7,-0.696674216825,-2.52612979322,-1.21354269843,-4.56023520079,-0.980982836659,-1.20041526777,-1.23787783815,-0.649669683971,-0.824673906269,-1.63447946025,-2.3253582749
8,-0.743058754835,-5.09742599636,-1.11730212916,-4.75776079593,-1.63929636896,-2.24903609963,-1.35659062479,-0.70672284824,-0.767019401086,-4.52170541599,-4.45855746395
9,-1.92888923714,-4.49944280768,-4.6510706176,-5.3122617198,-2.41563110825,-3.62252196709,-2.03874439293,-1.1179210379,-1.72950336948,-4.74671050275,-5.07934540561
10,-0.685473253202,-2.43816001527,-1.22697216086,-4.68705432896,-1.00780802459,-1.23281009557,-1.3044026637,-0.674047677515,-0.783678943341,-1.5990802258,-2.27741439462
11,-0.69867311569,-5.01023667161,-1.12043128741,-4.7575786424,-1.42986325785,-1.84646638846,-1.48008578653,-0.728298176479,-0.768410482528,-5.05604882357,-4.31106323355
12,-0.732513783361,-4.87215959323,-1.18349293225,-4.8683845043,-1.55829227272,-2.05460938779,-1.29810702799,-0.707676138388,-0.727558454277,-5.02906225364,-4.22073503988
13,-0.73450226025,-4.87756785906,-1.13396742905,-4.86745484823,-1.23943713254,-1.9619617749,-1.61227076081,-0.711225216078,-0.781980430775,-4.82014649318,-4.27145472539
14,-0.685435911594,-2.58452430322,-1.19452490505,-4.68186869445,-0.993112875199,-1.22924149278,-1.28348937014,-0.641413272352,-0.791243940253,-1.59622826947,-2.46079630795
15,-0.727776240479,-4.94645930781,-1.1384559439,-5.15228660334,-1.35554611122,-1.86764027621,-1.46946993699,-0.727445493403,-0.766655996372,-4.6577657172,-4.14087841105
16,-0.684624231977,-2.25382582428,-1.17091323597,-4.5958183218,-0.953481781605,-1.20890666445,-1.2448780448,-0.658653077106,-0.803091571601,-1.64177602367,-2.35713338189
17,-0.743768723819,-4.99869227707,-1.07410314941,-4.93150566782,-1.56174491742,-1.92244359184,-1.63394044304,-0.733273269637,-0.750443318406,-4.92620009876,-4.12765139888
18,-0.673475784971,-2.55688240103,-1.21456416321,-4.43798764926,-0.961799617816,-1.25730606141,-1.27748528665,-0.666544333318,-0.770381743229,-1.62152487747,-2.40298582581
19,-0.742263602924,-4.84097398861,-1.15211370211,-4.6419346376,-1.54653313438,-1.91551793316,-1.43254189876,-0.694091473444,-0.759701053639,-5.04686477604,-4.1521499021
20,-0.735545878198,-5.08458124626,-1.16900097806,-4.85682035049,-1.52580040331,-1.874700443,-1.33592661026,-0.700626158922,-0.786072129953,-4.7210443047,-4.03485071113
21,-1.64123700192,-4.87845045509,-4.78065558514,-5.26010265176,-2.60964068752,-3.35642418611,-1.8871389251,-1.37085542499,-1.82379037887,-4.59569194051,-5.27011141135
22,-0.715464407067,-4.99312953083,-1.15433163644,-4.6902714578,-1.38332407246,-1.83116177388,-1.35297406063,-0.732896785583,-0.743511053128,-4.77911940155,-4.52029235895
23,-0.678766172457,-2.63782170799,-1.20755126585,-4.35997986159,-0.993486091244,-1.27157194445,-1.26911894096,-0.673498389251,-0.799231523589,-1.64377116566,-2.29045359762
24,-0.680701583406,-2.56286137605,-1.19014710759,-4.39311506411,-0.996511174624,-1.19885408073,-1.21218224734,-0.665121445188,-0.771731928719,-1.6039519958,-2.03978609463
25,-1.80376525638,-4.57331881096,-4.58638503595,-5.22241475217,-2.62682177188,-3.22954269382,-1.52839263349,-1.22205176499,-2.05401378277,-4.60220454758,-5.03473596066
26,-0.719731379045,-5.1185140619,-1.09513784595,-5.04584024339,-1.25846111285,-2.28422034276,-1.34772695923,-0.736110297348,-0.768267608027,-4.74008994772,-4.32438609977
27,-1.7925578772,-4.34323397194,-4.45588255269,-5.20037687751,-3.2773030128,-3.84028836249,-1.91890523325,-1.31960552964,-1.71412167323,-4.52945919024,-5.2852626465
28,-0.745964062504,-5.07959270525,-1.10802716824,-5.06354171161,-1.58537615788,-2.41510490131,-1.52883051245,-0.736027682779,-0.757884155673,-5.05704137612,-4.20550929849
29,-0.682203952867,-2.35739075258,-1.18999235823,-4.37879562406,-0.953362066853,-1.26509568519,-1.25531514353,-0.667673980658,-0.816539660515,-1.66754441783,-2.33992909029
30,-1.91801173523,-4.54940590225,-4.73809748291,-5.2172243303,-2.66754219463,-3.45754668922,-1.97843625859,-1.41922638116,-1.38856077246,-4.82999157554,-4.96160550693
31,-1.82590655827,-4.63762183102,-4.79312937268,-5.25742485477,-2.93582850847,-3.37672545755,-1.83671211091,-1.72479909641,-1.80934595912,-4.69128882581,-5.04515380286
