,0,1,2,3,4,5,6,7,8,9,10
32,-0.723426974215,-5.10233297665,-1.1319616559,-5.19658471533,-1.64673379536,-1.93877008904,-1.26766231941,-0.725705479871,-0.75488652178,-4.60902423205,-3.91342260156
33,-0.668966400875,-2.53776198881,-1.22872442857,-4.60370949625,-0.98266432783,-1.21315148667,-1.24579942376,-0.661974455847,-0.798993466514,-1.59560292536,-2.37124947784
34,-0.726958820586,-5.0455366283,-1.09538138529,-4.47591257889,-1.42995847258,-2.38435592729,-1.25767604976,-0.709125340508,-0.768948147797,-4.91489801266,-4.08603094678
35,-0.740427895168,-4.8759791891,-1.10528279805,-5.09836784717,-1.52593329197,-2.13011369199,-1.4972085633,-0.719171043518,-0.77398836704,-4.84396198931,-3.82450582366
36,-0.722868529404,-5.13257973959,-1.13512486999,-5.26250743465,-1.49610253042,-2.00936813692,-1.40151664028,-0.750426496448,-0.765898570374,-4.84056433027,-3.94364539167
37,-1.96116757154,-4.41035179369,-4.83157816165,-5.28121119033,-3.11582888333,-3.85279698885,-1.70572423302,-1.3976665737,-1.80329545657,-4.39628156657,-5.13121440848
38,-1.63165067176,-4.61720903155,-4.51427355912,-5.22911183284,-3.12840878958,-3.69879233189,-1.93132689076,-1.44103706144,-1.80804621708,-4.51356000483,-4.88556849246
39,-0.709900029913,-5.03291586541,-1.12880556845,-4.77774355007,-1.60910836872,-1.75893439011,-1.69788360805,-0.708744843388,-0.729657801056,-4.76246552815,-3.95356620089
40,-1.66965240989,-4.54161714361,-4.65282417149,-5.32752450127,-2.66106926477,-3.42574715233,-2.03906093479,-1.29562623606,-1.89566279471,-4.73016997998,-5.3222242234
41,-1.61689042359,-4.64825361869,-4.77891275294,-5.31387300769,-2.59110916204,-3.44488948822,-2.22603836607,-1.31306174195,-1.4182307466,-4.53362375326,-4.96842530156
42,-1.79395282826,-4.36756239081,-4.95387187489,-5.35705444171,-2.71459815154,-3.10911680631,-1.90493604098,-1.61959176977,-1.5922616533,-4.78169616927,-4.98613393197
43,-1.41093841627,-4.52356380686,-4.39883146462,-5.22812076761,-2.72814381791,-3.80437904527,-1.92561438744,-1.39423366417,-1.5208666244,-4.50565965925,-5.02913318624
44,-1.76498245516,-4.43065688291,-4.74767795624,-5.27664721329,-2.98427936498,-3.10716339844,-1.81997511989,-1.2258069581,-1.71312073129,-4.74545773363,-4.9658124764
45,-1.77036087762,-4.19801312764,-4.65242355858,-5.25268527565,-2.66480827538,-3.70790374312,-1.93599802013,-1.14627327051,-1.67391805833,-4.45284041707,-5.1927505317
46,-1.32265617172,-4.62477139654,-4.72622210234,-5.38257671845,-2.7581975683,-3.76055829588,-1.78185468587,-1.47745406831,-1.85506079115,-4.6343978699,-5.15846599779
47,-0.668517343376,-2.85315055173,-1.18062020393,-4.44951569371,-0.970097504127,-1.18327277096,-1.25425662756,-0.658146626348,-0.790217309975,-1.59447798759,-2.46959553366
48,-1.6970180448,-4.17384291513,-4.8601978111,-5.2950100762,-2.71832909741,-3.16781005751,-2.10484039182,-1.24264284273,-1.59008350451,-4.55156024963,-5.01775376407
49,-0.729836657647,-5.14139954339,-1.14297729696,-5.09235317422,-1.65318377487,-2.08781169372,-1.5218147955,-0.706256422996,-0.73551776396,-4.69046523335,-4.02112612107
50,-1.46958872031,-4.13882191067,-4.4893362829,-5.26201318062,-2.69904876357,-3.27435416249,-1.87223104562,-1.20804395911,-1.92534556624,-4.68208052213,-5.07592661565
51,-0.713717945637,-5.14606975568,-1.19073167481,-4.76627243996,-1.79293607856,-1.98373737844,-1.51682674706,-0.723261063956,-0.777925293561,-5.016332264,-4.01157416547
52,-0.693630495291,-4.9989286286,-1.09391737902,-4.72088012942,-1.57342289567,-2.15982761602,-1.43932815788,-0.720314877576,-0.767876909861,-5.09225051994,-4.07769235259
53,-1.73545424933,-4.48862440972,-4.78809106428,-5.33217032989,-3.11050277325,-3.52596001773,-2.16618265414,-1.43027863438,-1.96737804892,-4.3640312111,-4.96341321859
54,-0.716621490205,-4.96002731319,-1.16133377534,-5.08530283294,-1.18881435136,-2.37703365375,-1.59371340031,-0.710619692753,-0.761808318251,-4.992895865,-4.38516179205
55,-0.720370753154,-4.95178629891,-1.11273501353,-4.75621021736,-1.32490773871,-2.03664122505,-1.41509232928,-0.70713370756,-0.763840669567,-5.06902873366,-4.16317943205
56,-1.53223185113,-4.29521600233,-4.57503301123,-5.40167068076,-2.50426480847,-3.91257097614,-1.96885794677,-1.26283549172,-1.41687575294,-4.41314337148,-5.06617622698
57,-0.712562630257,-5.03468893898,-1.1086092508,-4.87839251572,-1.51779343896,-2.35239322438,-1.35971886126,-0.730998187538,-0.76341729115,-4.94527768537,-4.14503720089
58,-0.668936064479,-2.52623535562,-1.19032170054,-4.4431996108,-0.968192730459,-1.20474987478,-1.25908253649,-0.657435764516,-0.774160867932,-1.5862965912,-2.47127278013
59,-0.689462211038,-2.558464675,-1.18807163669,-4.32466592394,-0.971541413324,-1.24185301796,-1.27277596818,-0.656797087822,-0.797230108486,-1.68186642351,-2.42731601918
60,-0.706423901219,-4.81074910271,-1.08044149342,-4.74221223422,-1.41799901035,-2.27732948757,-1.40385332045,-0.72059258457,-0.740528298691,-4.97555282871,-3.65224909284
61,-1.4965039524,-4.47812764963,-4.85897411177,-5.27320068981,-2.97680380155,-3.04899912331,-1.94410973928,-1.22854014967,-1.89679178589,-4.63686162872,-5.16329807315
62,-0.719353765052,-4.92207489837,-1.13172165912,-4.96583724158,-1.60978666601,-1.97410423273,-1.42784971924,-0.730995908769,-0.758641977483,-5.25476408293,-3.97327045016
63,-0.735490835793,-4.96207110759,-1.12634551794,-4.76721488038,-1.32639655603,-2.09608593443,-1.521963186,-0.733733095595,-0.73701620527,-4.86152652638,-3.88955096616
64,-1.72941781295,-4.26625926152,-4.70029545238,-5.23405928217,-2.7048921739,-3.45313228816,-2.41907136502,-1.3673491746,-1.85654300919,-4.8816021138,-5.08712305117
65,-1.72751890767,-4.72321172489,-4.88525863716,-5.25550750044,-2.88650487105,-3.26019271709,-1.93789611591,-1.41674823588,-2.004878782,-4.52707983466,-5.09168723987
66,-1.45079171217,-4.61649396681,-4.65482690231,-5.28912717497,-2.70102138465,-3.29593825543,-2.10088060772,-1.35002794954,-1.41817679047,-4.51277316204,-5.31785711787
67,-0.691517627422,-2.53002539905,-1.2056336366,-4.49362529882,-0.941843233425,-1.20443058288,-1.26661594515,-0.673591460509,-0.775305980777,-1.60894668495,-2.23384260669
68,-0.756834248509,-5.02449289172,-1.12042081091,-5.09251557489,-1.44461325553,-2.15326668091,-1.54734321394,-0.726361630017,-0.757289192537,-4.8974792761,-4.34620033737
69,-0.735682685201,-5.07917640927,-1.1461426065,-5.16146375451,-1.47321498467,-2.35990515102,-1.58952206002,-0.743729511764,-0.762151881984,-5.01211116558,-3.85605769434
70,-1.60412734597,-4.39383171241,-4.68934408524,-5.21793730247,-2.56295523666,-3.36486162214,-2.25712335658,-1.45616668147,-1.9296467684,-4.60231228359,-5.2267927924
71,-1.85733830567,-4.39054823899,-4.93630936737,-5.22449109213,-2.68137086788,-3.14482001759,-1.79682913755,-1.47037712643,-1.65295875192,-4.85652690944,-5.01196343472
72,-1.70629999238,-4.2848869996,-4.50351898677,-5.37868304313,-2.96457903792,-3.26977299338,-1.91691726913,-1.64714541013,-1.92194132288,-4.42143250265,-4.99859872817
73,-0.702496617857,-2.62666010305,-1.22841107474,-4.49051741882,-0.967090656842,-1.23817954192,-1.25480662276,-0.667423020841,-0.785771742536,-1.60909809634,-2.29879015691
