,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,-1.764092285799538,-3.459485583934846,0.3812956409762229,-5.945169402445701,-4.477923816548476,-2.6616116015796787,-4.808948359420233,-8.874991979073933,-8.73804573292491,-4.948294196337546,-3.973381967574009,-4.258278457251141,-3.1907807541987983,-1.3657135148879367,-6.729497615117776,-6.492679261473243,-5.082972050751424,-6.581611347014732,-3.428254879915838,-5.861321264166502,-1.7222173759295831,-2.9243719306278493,-5.939115989017656,-2.73600455525822,0.5160327475887332,-1.137643744604113,-3.798679966958634,3.2667584901910875,-6.372465396018565,-6.150956557319344,-6.2095177442318334,-3.8144703390211907,-4.1048325113497235,-5.503298449747229,0.7606617186926727,-4.265138024834507,-3.5188671397436546
1,-0.7714646135651202,0.5552046148620406,-1.6088595601108069,-1.9894708492672177,-2.4055309296366882,-5.503707249816863,-8.56583942991649,-6.207332040919531,-3.8542060549045694,-3.5018860747987826,-5.316568772090309,-5.888047366360541,-3.4531524492957244,-3.6608353873492545,-5.170164156340204,-2.950980313121383,-3.7509935939767165,-4.641444743398819,-1.3436445943869266,2.414259234464356,-3.0833302949354273,-1.5663676145690082,0.3288810396108641,1.7040670776974634,0.3416432905586295,-1.13359541490251,-0.7987443767160295,-2.034190432926704,-0.8811462438433866,-1.80393445227178,-3.707731304743254,-5.486012289667348,-2.6812731219998254,-4.277798034988111,-2.147818980896093,-1.9920362246156607,-3.0737599215084015
2,-3.585144365238352,-5.308929074341995,-3.2203512081386663,-2.6232426110800873,-5.285755455385601,-7.873560523590395,-8.121671454710748,-5.5308860428170155,-7.157543591534032,-2.830619997352951,-3.642076115736277,-8.088699056395523,-5.419010249459293,-4.724724782760866,-6.118973663492071,-3.7558058402466834,-2.572554177986845,-4.881375818869486,-2.8134563774149965,-2.4514325169491182,-2.4830877904317417,-0.735078101256005,-2.2962969137372875,-1.0570926211825176,0.5955043627760481,-1.9739593378969695,-3.986517103149136,-0.7463584808593744,-0.5261153709846551,-3.614745056507964,-3.008414666667324,-3.3922056652296035,-1.0475111269533315,-1.2622027310664932,1.7626951380772011,-4.561997166370945,-1.5334422139985313
3,-1.2893675187106934,-2.924346923604795,-2.719838495013156,-3.4756839685155576,-4.088093762923994,-6.485717345477956,-9.069651548001787,-9.900308894970145,-3.5273738500299916,-4.8977374420489195,-4.4170873415918415,-4.49322476849661,-0.7656723589383096,-3.7356930093027647,-8.61852485418156,-4.884088682658617,-4.650527579740577,-6.163140013716776,-3.348786852064753,0.8725758245285351,-0.28898781284777675,-5.576501457892389,-2.2748959413105987,-2.175047617011569,0.08761967929594539,-1.1258334746083518,-3.890085989912265,-3.221982716142678,-5.837846910425423,-2.606723312969058,-4.817769908427072,0.12748514424339685,-0.7492673433806578,-1.4055390995070174,-2.4372694615494583,-6.3625021782797075,-4.701697935194541
4,-2.3956314746746266,-4.169661293337518,-5.481419198063524,-5.4073961981128065,-6.106842513140887,-7.125896902219911,-6.905650786941225,-6.551993628132474,-6.786376778135997,-7.401519835013491,-4.539734178395047,-5.913685412397816,-5.1994102192204865,-6.2738086345401545,-8.338784150310042,-6.592416639500224,-7.949392708980685,-3.598256210164036,-0.6425442115501407,-1.9214894322276246,-2.6806221817219975,-4.174063580639493,-1.8036481280738115,0.34694838989403376,-6.433556445459718,-0.7386355756441665,-4.149829338116034,-1.5255853556870906,-6.0358945033733775,-3.4348900736599717,-6.2018813844831,-3.6730486764078734,-4.458843111319293,-1.7383836850318066,-4.089322231433798,-3.825007963402204,-4.324695669690176
5,-2.7603112635385827,-2.3178573151859148,-2.7393489459368654,-3.9995431928169056,-2.9527384039722318,-5.4448938583410085,-6.4207757749957945,-3.8882689617046156,-1.4902527186430288,-5.186587533109089,-4.472191873592215,-4.266336947578709,-2.8497154482522062,-4.162869883189823,-5.706613697186706,-4.224931716051013,-2.94322183051732,-2.84845735057339,-1.9719558324751865,-0.9483268901383206,-0.48666288358724463,-0.34596093103180614,-1.3648503926330346,-1.8113130737006458,-2.5581674638990783,-2.228617266432677,-4.075486526724948,-0.33952407727955014,-2.591279993480164,-1.7135876139833424,-5.086327100785613,-1.0169503481632511,-0.8711642009916009,-3.3672576212227456,-5.027130727429604,-1.3755119731056529,-3.4232321939912174
6,-3.1990886076987612,-3.7245694675476764,-0.9093001329544548,-6.306929536503119,-5.390740281529288,-6.098793900380001,-2.4963067060582365,-6.624350052792373,-9.122123646615677,-3.9694305218464914,-4.534492348835163,-6.040617847353872,-6.510176719309673,-5.1073878996632525,-4.399223281067208,-5.090396128200138,-6.562897804076426,-5.628250989663495,-2.4542923356016697,0.017401982537579075,-1.2210478563515532,-2.5848459841345797,-3.6128523400306376,-2.6613454453365186,-6.696210489513797,-2.4405705199763226,-6.519788328698009,-3.2217950047874577,-2.630846985333794,-5.33884794737056,-1.3943478668296172,-4.262859766975519,-2.2590640791496073,-5.657461682169284,-5.506011625671532,-4.935930792637927,-7.329224858194886
7,-3.9604656340356015,-5.400897042315744,-0.5942248273074728,-3.9737909595653447,-4.978859451299199,-6.431511664694986,-7.492104737955138,-6.239951783484103,-6.580442468843048,-5.6919291302837935,-2.7942440782528855,-5.466332320593464,-7.116149924478281,-1.53986516193438,-6.285867827725512,-5.09982391390077,-4.353865434018473,-9.15947249449469,-2.5811710056613633,0.9346273061243227,-4.339962730495901,-4.265483550774588,-2.1798839069076195,-3.935874703274208,-2.0467803716071584,-2.294356395494974,-3.62666635971603,-1.650437962582822,-4.4227905304543835,-3.8065138939915397,-3.1450002405979025,-4.175791488153344,-3.7019639966384474,-3.4479117379149984,1.5774569415517572,-3.770890298274816,-6.853018431247601
8,-2.0260125255645285,-1.0228741406366104,-1.8221372872414392,0.03076003766038715,-2.814355928950743,-5.452026443344956,-8.60141499522713,-6.915903832333262,-2.482175058850708,-3.642762391800004,-5.248043967164608,-6.395521634669421,-6.28342235379402,-1.714901490824859,-5.989382790582491,-3.535882418947975,-5.62638065793997,-4.265742500624884,-0.8419410963565865,0.5540049205309675,-2.8705597142780435,-1.2526583810714056,-0.33703164445765565,-2.116720824800924,-1.739215295705909,-1.3950020420887552,-1.5594410359698707,1.1374616964381798,-0.06729548588773593,-3.5618043160642756,-3.0143402152168077,-2.9506241724956075,-1.0047481629966855,-2.311399823348093,0.368668116553557,-3.7197560827515117,-0.5212108699555078
9,-2.014060194496509,-3.7185857433396357,-3.4285388248781157,-3.037554530240122,-5.680196967405583,-6.733547832580744,-8.757269161295257,-8.578345930636267,-5.668183270689706,-4.448408536988962,-5.778463383701571,-5.933106407396526,-6.145415743802595,-4.382214636971614,-6.294222873902716,-1.7137084133920388,-8.180539011608177,-3.1142506946932595,-0.7744006221280719,-1.0845224240299989,-0.22460219613727972,-4.442056860099231,-3.246818412723701,-4.172863973941966,-1.161904499404145,-3.0936824785287955,-3.869991240499608,-0.5366916191751683,-5.909316209490284,-2.301183745989894,-4.125841140135562,-4.015331960661748,-5.707293787905003,-7.990565014075393,0.37167413612733613,-4.027550059453701,-2.190633028224954
