,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,-4.610107639083033,-5.409032378429793,-4.583051538267054,-5.216159701471563,-1.6679487231386259,-2.3866504208873662,-3.6756203317332705,-2.5061833639286943,-0.7191764956807649,-0.46813023848708846,-1.8796433994771082,-3.1745145349303807,-3.4154049275793428,-0.8497905966991508,-6.814758371378474,-3.510714228794232,-1.0680909624981054,-2.130150103855618,-5.547885064741086,-2.702040317994334,-1.1079423503138708,-1.6097369105101362,-2.001177867332457,0.08708474601542315
1,-1.3190268735516892,-3.411051821620492,-2.525001603771412,-1.956334680135826,-1.5661562949531678,-0.7443429397824486,-1.8315181291815026,-2.1416671779166876,-1.744571713170016,-1.1444629320955455,-1.5467153917955223,-0.9407160878868013,-1.8972489169866955,-0.8135532485685648,-2.4036780926322536,-2.0323353425985653,-1.467725818628114,-1.6812164244429975,-1.3729694264735284,-2.1666094164405667,-0.32906732817582607,-1.060147527974262,-1.121223901664947,-1.66012090392763
2,-1.8435635029757107,-2.283589975777848,-2.5586494972401503,-2.489044774815727,-2.1023191428989865,-1.4081070153542803,-1.5178334488852114,-2.0362805957120105,-2.2342163624132,-1.5361374430562669,-1.4850134092027572,-1.3507232725630258,-1.7999830035921311,-1.8590968875493141,-3.1952365989133433,-2.301379974370854,-1.6942495022940958,-1.691379603391849,-1.4073192970887907,-0.7149463617082081,-0.9833943285558304,-1.434019949476573,-0.6679022791329599,-1.9916729887537188
3,-2.2853795805726844,-6.2642828475669035,-3.650448473032049,-2.868436341386899,-3.7149230070372927,0.1880491985767887,-2.2537553018746928,-4.37395814814183,-2.5462236214252685,-0.9330563893693408,-3.053517795789387,-3.1386929350895505,-1.8907248823250709,-1.3982117298313659,-3.3065944562528555,-2.4192665435803935,-4.5888457291069455,-2.362437056008936,-1.188277193431868,-3.028687667454406,-1.5334355144109268,1.359522982249078,-2.5808479091644663,-1.289974788447347
4,-1.03411482280728,-3.087001527044891,-1.8098732601952676,-1.7120353286361218,-1.389945853551071,-0.8009255519073046,-1.918548610859477,-0.9260450132979126,-1.678966064004457,-1.2968984703675714,-1.1671152842503738,-1.0554482296392174,-1.0607739274615553,-1.3648761725548866,-2.5520870943421037,-2.5062621146530786,-1.6494922777265708,-1.5007439543480137,-1.779733514076888,-1.1998815650771417,-0.39741282262522404,-0.8538199244378735,-1.5367064476309849,-1.9946143762639763
5,-1.8351968324609922,-2.7799693239115904,-3.1049619065176066,-4.652489574306752,-3.281589435107136,-1.4095679696997228,-1.3806166504432686,-2.265894110966464,-1.1300070692210884,-0.9769810731395729,-4.318234525631607,-1.3997254674824133,-3.0578847088292296,-2.6194689201266765,-1.770352737264493,-3.6827504526497066,-3.1843641251068977,-1.845387923455673,-3.0202637088490865,-1.7526016667532054,0.49042992284844233,-0.6039200192017008,-2.230562314163304,-1.9596238808988027
6,-3.063380955117272,-4.622283429775416,-5.7889420655493025,-3.552927581094601,-2.5562979571296,-1.2537346578259985,-4.587349020972345,-2.1887804090100085,-3.1221876209492643,-1.2778972675183269,-4.6005349612955175,-1.9502442251003478,-1.247856829829289,-4.1414302758344945,-7.078616546792514,-3.0497388733950506,-4.11941614362467,-1.1129687141599107,-3.0275759766895622,-3.931022598535032,-1.68445449609707,0.3619602225637426,-1.2721033587689041,0.4564479677977791
7,-1.4604570776040027,-2.683190991116496,-1.5807861407031076,-2.1118227194420123,-0.9654504812937383,-1.0495758140393197,-2.146022367532528,-1.4248809639183695,-1.5846499056417287,-1.428031916842336,-1.501172108339496,-1.405129200274584,-1.0945054308032098,-0.5280379095684173,-2.541249201293559,-2.205305674171396,-1.1434382435542143,-1.5627419082714253,-1.008943324681545,-0.941202493137989,-0.8278050606014471,-0.7454886243789504,-0.8191266228528866,-1.1308453211228384
8,-2.287108778120398,-3.8525871127736937,-2.6842321300097822,-2.1828801286502117,-1.7620858219497602,-0.9460696369385905,-0.8357314176368266,-1.3710115736500441,-1.4960481754812138,-1.693438121804609,-0.32824047278731316,-1.6504765723339123,-1.263784543346739,-0.8887050225321522,-2.4565795738585248,-2.065697174046692,-2.260755140578406,-1.8374019747983978,-1.3356012837690008,-1.1703588223807377,-1.0556179008698812,-0.65750254248676,-1.1608927148735662,-1.5958631490506814
9,-4.421627206779869,-2.117087218480611,-4.626752601675195,-4.02902595593887,-2.771367868505938,-4.3370697408995165,0.014781610857281802,-2.384737390426464,-2.9313001593251586,-1.5460326427486746,0.9296678010607313,-2.3858252162235853,-2.00074085441154,-1.0123516019946261,-6.597923149773562,-3.258809787299042,-2.869392303615993,0.9569050552325225,-2.200979414717397,-1.944882243304234,-1.8693729965838708,-2.173388003117089,-2.186138533769515,-2.788680206009609
10,-2.414800503060939,-3.3993772548453,-1.6807012882631793,-7.982206713101716,-3.3454222233733755,1.5625545347451781,-1.61322781339904,-3.6086673576483665,-4.6634955681095605,-3.660482641372204,1.3650581087690798,-1.838551409985114,-4.875486371679685,-1.8914008471606962,-4.4732595926530845,-3.869253541658418,-3.0108500704501626,-0.6628468418606279,-3.2056245994634827,-2.5881330811943637,-2.0271789680308516,-0.2913688319558675,-0.23721989148768152,-1.8084142780821435
11,-3.5241429906398136,-4.584999191675915,-5.003472204004693,-1.8395623886793206,-0.20570616490307403,-1.195111007081516,-2.290384684549875,-4.748806411616794,-3.2716288174576214,-2.41285134312633,-5.075064956433005,2.3789309647802543,-2.246588546887187,0.6292584966817482,-2.38230692036606,-3.7912049470936746,-1.6255095964253556,-3.3757432742056346,-1.7075355514833026,0.11179893114529493,-0.8750264765830188,-2.7017815222180133,-0.6357483243282963,0.5533232034529356
12,0.44608673689747347,-4.593192545010239,-4.411509176217393,-4.386684550807036,-1.533069677041436,-1.458032689115943,-4.2062195408746295,-2.634072719181763,-2.3939318468365336,-2.27173210548839,-2.2256034519309695,-2.956938651331024,-1.3177155910012333,-1.4110984867437262,-1.8658600478222152,-2.366010091756527,-0.1320479100632972,-2.394941641927819,-4.3723809996459,-0.02961816196584688,-2.692481302498725,-0.6562955168256304,-1.5777133830612968,-3.469632408037254
