,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
24,-2.13058975998,-2.53643634161,-5.01932076611,-4.40224932499,-2.67419642983,-4.03945656272,-2.16076828347,-4.22380627248,-0.996662250892,-2.30045037528,-2.68235441189,-1.30760669267,-1.76987868447,-1.87332641809,-1.11987070287,-1.26341732269,-1.94441382041,-3.03082424437,-3.77656382359,-4.09881776272,-1.80466513161,-1.34056362698,-2.11857488509,-1.30272114216,-1.29615377681,-5.66719763378,-3.65066795693,-4.23906508877,-1.08325940318,-1.84086919759,-1.52142121976,-1.76312376763,-1.62305254624,-1.30047155516
25,-2.12287260499,-2.51217012046,-4.93810485643,-4.30254614533,-2.76830036285,-4.08771206678,-2.11450989923,-4.18256313651,-1.00374075498,-2.27650352387,-2.55514226043,-1.31388693034,-1.85822914703,-1.78428176023,-1.13705967583,-1.26699273076,-1.96004192943,-2.81773536983,-3.93502464983,-4.09461398836,-1.75367726702,-1.31543131326,-2.13991733548,-1.31655336183,-1.29137903411,-5.74408682897,-3.79611692972,-4.22896263071,-1.07816521714,-2.10190417652,-1.48936977,-1.66563116814,-1.54594144158,-1.31687887564
26,-2.13160056791,-2.44643406464,-5.09978969977,-4.54577141004,-2.74307879418,-4.18396432927,-2.12145750876,-4.2876677364,-0.990527369867,-2.0823010862,-2.53428347902,-1.32659703571,-1.79429010539,-1.81565309236,-1.13537390856,-1.28760990043,-1.94873074498,-2.88402187939,-3.89927063543,-4.19753254696,-1.71284155995,-1.25897319483,-2.07660311856,-1.30375209423,-1.28595556214,-5.72723775204,-3.75845028836,-4.16664992107,-1.08394269479,-1.93971970337,-1.49079811242,-1.6244055499,-1.54226959807,-1.32492852998
27,-2.12587042033,-2.60558656737,-4.76897871866,-4.40798646787,-2.61242016757,-4.09862771144,-1.99649494919,-4.26490498911,-0.997524533173,-2.23877460136,-2.54634437393,-1.33531373493,-1.86917389738,-1.83256374945,-1.13784176738,-1.28837793844,-2.02009079624,-2.90192222755,-3.72520252063,-4.23274460039,-1.78098982709,-1.29110871616,-2.07820684998,-1.33693782472,-1.29259062165,-5.78320726981,-3.69193577123,-4.22990633677,-1.08420094494,-1.92338880858,-1.49874468581,-1.60789638801,-1.50533886641,-1.31879900179
28,-2.13353649292,-2.58962106036,-4.94225537358,-4.41706871027,-2.71837601069,-4.24471628849,-2.01466999885,-4.31472590408,-0.994450055232,-2.24047068108,-2.75996280828,-1.34175251708,-1.81542503395,-1.83177053446,-1.13989286045,-1.32628852151,-1.99318052223,-2.92563782231,-3.64116108688,-4.10067037361,-1.83160949724,-1.31859746271,-2.08295384026,-1.32655834872,-1.28768790067,-5.70158680373,-3.64797697416,-4.14259626059,-1.0912901894,-1.99293272384,-1.50897231828,-1.56162755052,-1.57767486628,-1.31362674808
29,-2.13518145772,-2.50104256202,-5.06621619606,-4.37316318632,-2.67426157267,-4.23985655091,-2.21704583361,-4.34110199521,-0.983088194252,-2.16020816131,-2.67059688455,-1.36775652226,-1.84738331946,-1.76411167575,-1.13432452764,-1.24737145838,-2.03412162624,-2.94884332239,-3.62239244313,-4.13619570338,-1.73403833015,-1.32415341609,-2.14575763029,-1.31537667057,-1.29398934422,-5.8164918297,-3.72724690359,-4.19167612214,-1.09970361716,-1.9917379549,-1.50990954144,-1.57565375847,-1.62319664747,-1.30693013111
30,-2.13522351508,-2.5292696852,-4.94796062929,-4.42686536503,-2.70005558478,-4.29096229865,-2.07093047553,-4.29791065826,-0.999420161632,-2.07780500311,-2.4969669351,-1.37398133177,-1.90093876865,-1.81972827477,-1.13974201633,-1.24833674377,-1.99356004322,-2.83510369893,-3.7517752537,-4.09548446787,-1.84686267271,-1.26272915394,-2.04602498795,-1.29649915212,-1.30401644705,-5.76102003052,-3.66324213752,-4.01169544252,-1.08967576482,-1.99409210078,-1.49246104672,-1.61092644313,-1.60978302125,-1.31570572493
31,-2.12334778278,-2.45444593781,-4.9921842602,-4.50567186981,-2.76163600539,-4.19150557379,-2.2809304006,-4.1059500957,-0.995696821908,-2.28955343243,-2.6235919437,-1.36510632056,-1.90617834788,-1.81729182535,-1.14572912958,-1.28695582264,-2.00219588124,-2.97171505586,-3.70009042914,-4.18202548684,-1.8523582963,-1.30623235503,-2.09425067831,-1.32723174136,-1.28973116762,-5.79918307315,-3.68516655273,-4.22314709591,-1.09479873574,-1.82564387731,-1.55737688781,-1.60529117075,-1.56395126598,-1.31895315121
32,-2.11436264266,-2.45551945335,-5.08577271149,-4.33041725932,-2.62380364269,-4.08330540545,-2.12103548015,-4.34830836412,-0.981819156839,-2.02326884069,-2.65867336439,-1.32618299405,-1.86056442467,-1.79665518153,-1.13521341449,-1.28172345858,-2.05190375714,-2.77201116533,-3.7060335443,-4.0684353896,-1.69570014288,-1.28744417863,-2.11182538934,-1.2805914452,-1.29119845827,-5.66290684777,-3.72427416908,-4.4648025443,-1.09779272964,-2.02435054992,-1.53311817731,-1.59802469501,-1.55867254456,-1.28624578242
33,-2.11329292238,-2.53904079035,-4.80634967822,-4.57117346357,-2.69924832192,-4.34902698914,-2.14625944415,-4.26855222639,-0.989577293169,-2.18184574397,-2.69679143357,-1.30613443056,-1.90048668902,-1.85001917003,-1.1333460804,-1.26280595517,-2.04006996571,-2.80361842222,-3.95132299204,-4.19155335345,-1.78526522485,-1.29644633037,-2.09771414966,-1.32357992796,-1.28447351573,-5.71979656301,-3.56775587855,-4.2301397432,-1.08270985192,-1.97512290203,-1.55703161679,-1.6461587808,-1.57488725983,-1.31750000874
34,-2.13313861424,-2.51347936613,-5.03470498208,-4.35085473398,-2.65246617125,-4.42395662273,-2.04717360443,-4.43005586914,-0.99112285893,-2.23872091664,-2.4676496865,-1.33610535469,-1.81423349544,-1.7976024384,-1.12972559599,-1.30235711206,-2.00193522303,-2.91286494376,-3.96046527574,-3.91333505618,-1.69438386818,-1.2799621911,-2.04350376988,-1.28134043751,-1.28109607517,-5.60901142935,-3.75096410674,-4.23666275572,-1.09139376565,-2.08753434494,-1.50901109042,-1.65115055212,-1.60552524786,-1.31913383937
35,-2.13757658321,-2.55278409862,-5.0802567731,-4.2931011272,-2.61246587576,-4.19022119393,-2.1303181616,-4.11802368771,-0.995346215913,-2.05777227225,-2.50635156119,-1.30981675814,-1.72278012584,-1.78157587041,-1.12497268192,-1.29563536851,-2.04799038849,-2.92870154404,-4.01387550782,-4.06092174198,-1.72260011247,-1.33766536216,-2.15885974834,-1.29064119061,-1.29720878827,-5.71132726133,-3.81612070858,-4.24759937867,-1.09903828474,-1.92464937966,-1.51603023317,-1.66114846443,-1.59084173718,-1.31380915045
36,-2.13984288977,-2.53692660178,-4.9043805444,-4.45340193831,-2.60595418953,-4.18764481429,-2.08419536349,-4.24327968041,-0.994596229438,-2.24916886088,-2.49007205343,-1.3555067271,-1.86029732167,-1.8229968523,-1.13680929163,-1.2692112675,-1.99599695717,-2.91803235468,-3.66034940299,-4.25061478321,-1.65647063068,-1.28888851339,-2.14848510589,-1.2318482239,-1.29113811749,-5.84083509335,-3.67319864111,-4.11156118516,-1.09161479841,-1.9120019,-1.50794251775,-1.71964113005,-1.61379162296,-1.32198595197
37,-2.12443544382,-2.55878985512,-4.96335876765,-4.39312585339,-2.59957378089,-4.27519045834,-2.2032008936,-4.42062292759,-1.00441856746,-2.23831328456,-2.5790114935,-1.33559110913,-1.8772998718,-1.84642282052,-1.13187208282,-1.2393591779,-1.99429099962,-2.89650600507,-3.8635475511,-4.08435976578,-1.76255269938,-1.29588452402,-2.02384155508,-1.36599140418,-1.28526397654,-5.76471175392,-3.69897091385,-4.2743869783,-1.08437382109,-1.99145195119,-1.51525985842,-1.65320204794,-1.55054764908,-1.31831614919
38,-2.12706527988,-2.48338826024,-5.09904348488,-4.35052634932,-2.80262250043,-4.2110167298,-2.16302436105,-4.31601628624,-0.992702141523,-2.24036114271,-2.62665244948,-1.35587631139,-2.00747083181,-1.80421680699,-1.13623912967,-1.22447858796,-2.10293813306,-2.80044879488,-3.74745552442,-4.14442425894,-1.89823888254,-1.35751779435,-2.18404752996,-1.29276093588,-1.28994201518,-5.6238592433,-3.67414767375,-4.05207673512,-1.09099231045,-1.95058686857,-1.46927186655,-1.59300794383,-1.5879946892,-1.32724306441
39,-2.13725747549,-2.55270067968,-4.84757202413,-4.55740332132,-2.79481567667,-4.10723171158,-2.1576162397,-4.57521983839,-1.00235502139,-2.21747784355,-2.40315882018,-1.40792653581,-1.87194520871,-1.78906384834,-1.14414171374,-1.32839890923,-1.9422840459,-2.90403345189,-3.83542611788,-3.99746475767,-1.76786165665,-1.29564147552,-2.14151874127,-1.32173550629,-1.29607833162,-5.60748250559,-3.84154647231,-4.20529256728,-1.07899061138,-1.96584745676,-1.5148079992,-1.62781799226,-1.60682777433,-1.3213040028
40,-2.13434084784,-2.4623935011,-4.77111424401,-4.43519125062,-2.61367429562,-4.24937321376,-2.17822218225,-4.32107741922,-1.00783885465,-2.1929516362,-2.49324715549,-1.30850635944,-1.79845852555,-1.79466047869,-1.12539290952,-1.25691594173,-2.03943133929,-2.98439421375,-3.78822749302,-4.03948573079,-1.76245211204,-1.29142070344,-2.07416698488,-1.28200696959,-1.30123195118,-5.70768890246,-3.70549720287,-4.23970349333,-1.09388086898,-1.87108732469,-1.49655002082,-1.67040151997,-1.60079332605,-1.30859554434
41,-2.14140744832,-2.52819672207,-4.97849928031,-4.45727621471,-2.68813877617,-4.00035505124,-1.99827659788,-4.31024708537,-1.00355207466,-2.32091393278,-2.51209039441,-1.35842884685,-1.79068442186,-1.8087703066,-1.1396118797,-1.24182661526,-1.98743400687,-2.75925741486,-3.71072848439,-4.20461492918,-1.83470177198,-1.32499579339,-2.21729110657,-1.25425973618,-1.28298962661,-5.73982121729,-3.69988539713,-4.24718009838,-1.09505747685,-1.95619379424,-1.48870418056,-1.68396975904,-1.55988971527,-1.30873162063
42,-2.11332188769,-2.6652587114,-4.91062651347,-4.5001001524,-2.68417935591,-4.3104185448,-2.15084572459,-4.29713232778,-0.991392182281,-2.26341568825,-2.57364108582,-1.30481546592,-1.86330854723,-1.78156958447,-1.14912139206,-1.34698010023,-1.95967846428,-2.86520359518,-3.752759555,-3.95232910697,-1.8205068234,-1.29392175531,-1.99189287647,-1.32147801976,-1.28630869137,-5.68126987683,-3.88138702757,-4.21571920362,-1.09264085879,-1.95981402358,-1.4992142469,-1.59982886251,-1.5539549255,-1.30338496524
43,-2.11992873751,-2.50017474681,-5.01548430299,-4.39621662375,-2.73536783375,-4.15366116602,-2.18247612598,-4.14960999476,-0.998293272692,-2.30303894015,-2.4476914101,-1.34615108845,-1.8211380877,-1.84443102543,-1.13960440055,-1.2837495363,-1.98794293329,-2.82018799867,-3.75439469405,-4.15429075382,-1.69896633128,-1.312441703,-2.2138577159,-1.31807690577,-1.29448416229,-5.88759282617,-3.6858751858,-4.31708999544,-1.09428299598,-1.83851230055,-1.50277129445,-1.58606767423,-1.60876296672,-1.30545496645
44,-2.12556381794,-2.35961828409,-4.92881242202,-4.49284515706,-2.72521994788,-4.24038572004,-2.12570826735,-4.23195462852,-1.00449063062,-2.26277478623,-2.39256991613,-1.33901660689,-1.955127143,-1.76075143054,-1.13689320846,-1.32028340708,-2.06293017306,-2.84076055764,-3.89638143195,-4.16979732565,-1.76482314674,-1.29524734778,-1.97089156571,-1.27214492267,-1.29943870033,-5.82630932699,-3.84965898154,-4.29173673114,-1.06896069838,-2.02550186262,-1.48443442619,-1.64572130582,-1.59502539343,-1.31982879214
45,-2.126014766,-2.49480603628,-4.93356050028,-4.44514579328,-2.63038006345,-4.08794987722,-2.1069984134,-4.0298061889,-0.99689414948,-2.10124101155,-2.50137145087,-1.34666783142,-1.83536644037,-1.83452383865,-1.12571664374,-1.26245806898,-1.95572379104,-2.84125265772,-3.73252917281,-3.90608335897,-1.73254210497,-1.30137855239,-1.9592665831,-1.31871686056,-1.28813760268,-5.73451495366,-3.57738899481,-4.28256189232,-1.09437565002,-2.10988881996,-1.50934408653,-1.6534696996,-1.62809715968,-1.31769462032
46,-2.1303125945,-2.41392442226,-4.97330098231,-4.47894958486,-2.66914191296,-4.36367910438,-2.14867260622,-4.28137310649,-0.99788479602,-2.23084841295,-2.68460473414,-1.34549596355,-1.77146744664,-1.79718444513,-1.13381600951,-1.24558890599,-1.96591311737,-2.97651456235,-3.665049087,-4.20267548977,-1.74939399413,-1.31975631814,-2.12595292538,-1.31438870583,-1.28364950712,-5.80553804883,-3.7112747084,-4.2283981823,-1.10024206321,-1.99258172347,-1.5140435368,-1.66538227374,-1.60170336008,-1.32135150736
47,-2.12638721014,-2.42678122135,-4.86542542502,-4.55109333599,-2.66280953691,-4.11534564018,-2.06207915734,-4.34223892937,-0.998327499693,-2.02312233313,-2.48521320267,-1.33243037268,-1.8402507639,-1.81978912238,-1.12798549833,-1.31431300532,-2.04091959755,-2.99475405365,-3.77107876787,-4.29584159231,-1.82856814115,-1.29587352768,-2.06894730258,-1.28078194961,-1.28504256354,-5.74880217403,-3.80800294634,-4.08956978871,-1.09724651577,-2.08264213861,-1.53605362817,-1.6356472737,-1.57912016158,-1.30824293288
48,-2.13885227702,-2.53920782362,-5.12904082109,-4.60463201203,-2.7014127528,-4.06902868232,-2.06392808213,-4.27899171501,-0.992587367343,-2.3553631112,-2.5132033864,-1.34173814137,-1.83661706192,-1.79762918006,-1.14514992306,-1.30017898673,-2.06216376279,-2.74690264173,-3.81988448324,-4.1381481064,-1.71677851845,-1.30971627751,-2.0383938208,-1.26565941113,-1.28852238215,-5.71446618538,-3.73341073096,-4.20874505085,-1.08987093449,-1.94962665888,-1.54117381197,-1.67812646805,-1.59189805853,-1.30449768919
49,-2.12829253362,-2.5883232504,-4.9352799253,-4.31687219339,-2.48368390033,-3.9857021194,-2.06811218822,-4.33543777254,-1.00135682303,-2.22779184492,-2.69632596032,-1.33687663338,-1.8153930879,-1.83821254419,-1.13414643994,-1.31074042358,-1.88969485841,-2.92662539466,-3.60779389548,-4.18299350998,-1.76038737608,-1.34470888172,-2.0590718054,-1.35335009881,-1.29321352542,-5.79719251819,-3.70157343337,-4.2104787381,-1.0822894452,-2.02681647625,-1.50151737175,-1.61147486274,-1.60578684926,-1.30617205826
