,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,-3.6153765751853917,-2.749609578020721,-2.7629977025499546,-5.114608865894027,-0.14984469919309218,-0.38423515822362564,-2.008870225123448,-0.037315125420203765,-1.8842669009321815,-0.7974160400968973,-0.6994105377201341,-1.4043385722756112,-2.096330092771494,-2.013991734194893,-3.917466233652691,-1.7943473856884007,-0.8512333615360119,-0.873733521309477,-2.064021080811071,-1.321335860989031,-1.9257453469320334,-0.8387323271836061,-2.3530327254295655,-1.777499464275399,-2.3596641548978887,-1.376110105039407,-0.12582660943343238,-1.9865399236115442
1,-2.686840430653324,-6.417578094563721,-3.348007162988539,-5.305288514041296,0.1731743317732879,-4.015302786140291,-1.1270392688395112,0.9571590026652346,-4.896568763547141,0.9516794679444003,-0.7959810715713709,0.0318455941253144,-1.8302104134338015,-4.326610188369328,-4.046184876752109,-0.5642364112810045,-1.9884874893868814,-2.640689620396496,-2.159438168031967,-1.9702153384447145,-0.6212318713607221,-5.874935908856649,-6.130639804128112,-3.76161656684085,-4.999454393900125,-3.473012550134513,-1.2110629019001433,-0.5206878840355346
2,-2.307449999479907,-7.803127275515996,-3.938845413213006,-7.427524761401236,-4.318571533058616,-1.8848752235548343,-3.9475871618273706,0.08334195158958191,-0.589426311412143,-1.1964607223208792,-1.2371165617238868,-3.1003902412744657,-5.108164259911579,-2.405618801611188,-2.963438007617024,-2.813332139893491,-2.1085993613765566,-0.8224273856436456,-2.492000820676084,0.06580021192260999,-3.8065462369691634,-2.551129865732439,-6.271896522155542,-5.131450807178143,-7.092381632152968,-0.47024845320760034,0.8789400699203291,-1.408161157984266
3,-1.1049472998459433,-9.430845032258986,-0.49985425443924036,-1.8997405874253772,-3.268303114207592,-5.419311732951554,-1.0249816676127412,-1.5248237225891446,-3.17882798937302,-1.516780021366277,-4.405238184955956,-2.7062829578566134,-1.635805026149456,-1.405946139477804,-2.019112703150052,0.7167625499657608,-2.8351384847132515,-1.182874952014552,-2.401354669348566,-0.1020284072728419,-3.0971882695871136,-3.0981442041068616,-7.2238329404092845,-3.7113430150287936,-5.683725108579401,-2.550733616641833,-2.9552069419410096,-2.521127022960797
4,-2.517564224838686,-2.5977879321030577,-2.094032915467593,-3.7609584232847464,-2.8640217888232273,-2.4036790530519414,-1.4687418581703013,-2.1601184008795,-0.8336511048624887,-1.35461633100963,-0.73404327727443,-1.4486596843737847,-1.267375036738942,-0.9566073932818955,-2.8612196536029275,-1.8907324948504214,-1.3690670751889835,-1.0603366838337334,-1.9326045980534796,-0.5343777053091711,-1.4968620448730536,-2.452281319863064,-3.5950410291692947,-0.8720156060424842,-2.5553461769794805,-0.1341909895030864,-0.9476218042483958,-1.2152867861827703
5,-2.1169572959221616,-3.1661874428728995,-2.0578460880891627,-4.741543168800661,-2.0746234255015468,-3.078613630628037,-2.3841855483353642,-1.8206936372595295,-1.2991828697247987,-0.9972583500224683,-1.540333187943942,-1.5904299631343064,-2.901966356793891,-1.7452281685717368,-4.428764650335975,-1.9749713496105707,-1.0202798829459807,-0.8528598534083389,-2.1321050569839417,-1.9698282963284126,-0.586377959285634,-1.9198335372812858,-1.004030624781574,-2.5445083764535847,-3.493520963300935,-1.8026301429445668,-1.257773558174188,-1.029267797331424
6,-2.386147616240363,-2.377842701570359,-1.5795872441940866,-4.719763339051056,-2.070525875657246,-2.8413303092267976,-1.8657744060449408,-0.7060998241714866,-1.3262001758698636,0.2879092264910652,-0.8568281553783456,-2.0501938972897022,-1.8391245744898757,-3.1132533568417866,-3.297971026791461,-0.09058173058624952,-2.236593686511947,-0.997901284353257,-1.2475354966806775,-0.6166744384012994,-1.3376042958836023,-1.4597985168108225,-2.3978562032803197,-3.0887879674088197,-2.451886590910876,0.31383300869740394,-1.1460223279810462,-0.6604122667219033
7,-2.3641592371198747,-2.9792008384135467,-1.5659171993287697,-4.099259291040628,-2.5549174340233045,-3.7853947999203426,0.16046535078885293,-1.1539231529206753,-1.0714785173026182,-0.9054273309556959,-1.7435400069674456,-1.5109075640241487,-0.8621288439301689,-3.322597650552693,-2.1888260763919374,-1.1676005954264865,-0.7170457678751025,-0.6211439581915938,-1.5169452004927955,-0.724754037630582,-2.026064887164146,-3.024214370017524,-2.6124131867299614,-1.3973485411537008,-4.259984604394894,-2.197979366628286,-0.6703014188205579,-0.21084312498000923
8,-1.4218532120229344,-2.9708475842621898,-1.3546727792954412,-4.895988715777685,-2.1265024453014734,-2.477506737878093,-1.33257461725594,-2.4130113430957745,-1.67624472268999,-1.6901935126761427,-2.072690809628619,-1.8008848949163834,-1.171637465763749,-1.3256916783436465,-3.4037216539695248,-0.8241270790341659,-1.289016671564303,-1.43959079753868,-2.270995753673069,-1.0353597834507677,-2.418886449724114,-2.6298754406390823,-2.4345808170367627,-1.1472147701641848,-4.253779947912129,-1.773972950128404,-0.38378620921046025,-1.1204633531382464
9,-0.824640346085544,-3.4785394988884466,-1.7391601664224907,-3.8880437287918754,-1.2622308998192056,-3.3206185565893036,-1.2505920282689758,-1.1227980959261605,-1.0824226696796329,-0.45881607526322743,-0.026171671975856237,-1.7942007879177044,-2.041848997257491,-2.3581959452638666,-4.086721470565544,-1.403744790782399,-2.014662040845415,-0.35784982696241985,-1.5501807852902112,0.14043249137789782,-1.7672594958433319,-1.2716359577349834,-1.959500644477622,-0.8926718467235011,-2.3664037826641175,-1.0272131239031719,-0.8367544940685914,-1.0843108572789268
