,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,-2.25837398776,-1.57576194768,-1.34858855658,-1.59189876419,-2.23038088137,-2.4032323946,-2.34325001863,-1.32716978844,-1.4941561234,-1.87158779089,-1.31506217412,-1.5919262509,-1.29345071646,-2.46450128861,-2.43961194182,-1.94576069414,-1.47683274355,-1.87141862677,-1.90464466546,-1.24425667866,-2.20094187195,-1.70174032397,-1.37656868447,-2.26967057751,-2.59296160316,-1.94279318621,-2.78440715338,-2.35557267676,-1.41376497292,-1.84076654268,-1.26355619651,-2.02889214528,-2.03009844099,-1.62298529925,-1.60310847091,-1.75487105388,-1.3172098431,-1.18275819679,-2.41417034648,-2.74284673519,-2.20117444987,-2.35940857069,-2.58159156811,-2.72118627865,-8.17261759352,-2.80966611979,-2.82173418375,-2.65165752776,-2.18276947427,-1.99250991845,-1.59721761809,-1.39313894525,-2.11915389717,-1.63534714526,-1.690149868
1,-2.6335164114,-2.0460609428,-1.5205254275,-1.77187045806,-2.36798773603,-2.49833559544,-2.21415163187,-1.15817518392,-1.91842279723,-1.67644957271,-1.56545442958,-1.40313827999,-1.45898133898,-2.52490504732,-2.4334532737,-1.70289813336,-1.78715263947,-1.68264342359,-1.99091411335,-1.2325454017,-1.97821410492,-1.41575196887,-1.31547168733,-2.1949734987,-2.73722433303,-1.96254523634,-2.51732180321,-2.27700147213,-1.505757751,-2.18025105542,-1.95803367748,-1.43413430291,-1.99444274808,-1.50992984437,-1.67162308524,-1.62816460197,-1.42943932304,-0.982796872832,-2.92376901593,-2.66437103408,-1.93894045735,-2.28584245314,-2.3409741896,-3.19245601707,-8.33114023573,-2.83244038306,-2.99487078651,-2.93169536336,-2.39286140716,-1.91259922035,-1.76913839862,-1.53323165678,-2.01893510019,-2.01510101503,-1.54721962964
2,-3.2312735784,-2.23316327364,-1.18537073506,-1.54205087314,-2.04388622207,-2.29502522746,-2.53884540155,-1.11030536226,-1.25280310482,-0.861155641906,-1.39197616445,-1.30110100348,-1.5836956054,-2.73043493403,-2.6304869813,-1.70497076724,-1.65169059162,-1.55544426438,-1.85011085745,-2.30997670234,-1.96339904106,-1.51392942602,-1.26743504394,-1.851510022,-3.2832144637,-2.4479268535,-8.91140188669,-2.74838245519,-1.86930958605,-1.4296152663,-1.76637534425,-2.26283780648,-2.18637308678,-1.85720797221,-1.8224040114,-2.08641293329,-1.53848462281,-1.90887790115,-2.96649149262,-1.89165789787,-1.68594941314,-2.55526708294,-2.6661487168,-3.06055398262,-5.36649713849,-2.70194144805,-2.46428697372,-3.45747895392,-2.02239969252,-2.19088707658,-2.46886132748,-1.33111266778,-2.50485281373,-2.2643450971,-1.70803185721
3,-2.40193865263,-1.60045096424,-0.819735063693,-2.45059569433,-2.29414348493,-8.49498782733,-1.53420296039,-0.757087424448,-1.62608895525,-1.98178371856,-1.18706612158,-1.27176499738,-1.46821021273,-2.45397182048,-2.69492699941,-1.67720787569,-2.31681843392,-0.985133335108,-2.19898489371,-1.63030983114,-2.88125323057,-1.30785528897,-1.72941562426,-2.76976051193,-2.95771649399,-1.54957842808,-2.49545088105,-2.20783304624,-1.65298218636,-1.61343407267,-2.59537275958,-1.06166875521,-1.62369160078,-1.81353368982,-1.51514330742,-1.47479581458,-0.988808672525,-0.955005069612,-2.76947053264,-1.72579114049,-1.7636152593,-2.19135663228,-2.54699580548,-2.69290877636,-5.64401837387,-3.49513767325,-2.9046975163,-2.3049360203,-2.4956682743,-1.47705682191,-2.06594243816,-1.73071921585,-2.08504051302,-1.7396032604,-0.906077367526
4,-2.18626787747,-1.8087873764,-1.41934771917,-1.42749758101,-2.55565158023,-2.31301598283,-2.27037090697,-1.48522519146,-1.66853998589,-1.85709356799,-1.18276928532,-1.05547051065,-1.66413739988,-2.49979596029,-2.28607864023,-1.60989263763,-1.71375140317,-1.67009667632,-1.94649614163,-1.19040683656,-2.02490993559,-1.35338880774,-1.64448715211,-2.19563793702,-2.48988695134,-2.03642393854,-2.80392166517,-2.22016090411,-1.51842665153,-1.54454507505,-1.33673948072,-1.71203871688,-1.94793955518,-1.50330920122,-1.71935223976,-1.89886899213,-1.26252149656,-1.28370874203,-2.05940563858,-2.3805233449,-2.02615860458,-2.5861268191,-2.43890332398,-2.6342539267,-8.27065943334,-3.00372543215,-3.08410397,-2.49901361301,-2.49886690018,-2.17331671022,-2.07715323782,-1.45746317566,-2.10013324243,-1.91784302559,-1.70003857133
5,-2.50301741879,-1.54356676243,-1.68861781787,-1.86991379024,-2.42493767625,-2.53532791429,-1.96384441133,-1.61349868748,-1.36374463578,-1.73774412254,-1.1631923355,-1.28860697011,-1.4514074308,-2.26332796822,-2.35101309923,-2.1451399036,-1.76417108362,-1.73054831467,-1.88975357575,-1.20085811576,-1.95476680823,-1.91310087112,-1.81789756756,-2.30018325122,-2.65307682212,-2.2243000959,-2.61940059425,-2.29812852094,-1.46747945395,-1.77947216317,-1.75029841221,-1.45747667121,-2.04162295921,-1.59464924419,-1.65896139513,-1.75812033483,-1.29120734806,-1.41728343688,-2.44108039895,-2.64721492536,-1.98275058583,-2.64145345186,-2.82401694076,-2.80086387777,-3.37144128647,-3.01840467597,-3.03278698056,-2.67423047625,-2.34058336001,-2.10875572128,-1.68465720397,-1.45479110785,-1.80688766343,-1.56821707074,-1.43393219195
6,-2.63962994278,-0.534923589363,-1.1763986948,-2.02496594462,-3.93817694832,-1.53407844518,-3.2376339056,-1.53983645298,-0.799892792172,-0.353753346121,-0.14392948355,-1.25343305066,-2.68381276763,-1.76181775955,-2.86134433331,-1.87979003097,-1.40370927121,-1.31930120837,-1.04992737047,0.0263633020993,-3.38898678014,-2.33084445535,-2.33314057292,-3.34338926067,-2.52901136372,-2.38405893124,-4.886038812,-2.5019672473,-2.42615630108,-1.98886655138,-2.87731761364,-3.26242907378,-3.11278454093,-2.29755782169,-5.12071036885,-2.7860026325,-0.276722853076,-1.00320966751,-3.60649127201,-3.19106202178,-1.02670351695,-3.60830935353,-3.24118524377,-4.75531286804,-4.19825456792,-3.61878326121,-3.07432590444,-4.52117109926,-1.29345310865,-1.62909299007,1.05188093851,-3.04438972807,-3.47063704655,-2.77975189932,-0.321462086196
7,-2.35230002703,-1.76890982238,-1.4802334159,-1.42063428802,-2.39204360195,-2.71112845861,-1.96872670803,-1.52549362729,-1.73878720031,-1.62427024289,-1.44750027412,-1.46657422833,-1.72615844951,-2.60008969461,-2.28509532556,-1.64541267382,-1.7102332241,-1.53342099126,-2.12170262831,-1.42693883903,-2.16956550287,-1.55213078269,-1.66881014924,-2.02081509972,-2.51799373867,-2.16454290369,-2.76433703047,-2.19042976408,-1.52056815719,-1.70121198426,-1.47365642218,-1.31468033425,-1.97975556064,-1.57775301513,-1.75798030202,-2.09585180699,-1.31031117774,-1.30926864711,-2.58920357651,-2.28870461244,-1.66796750542,-2.46934447641,-2.8930120439,-2.57918874821,-8.42866943692,-2.91900338422,-2.82563451571,-2.99191023616,-2.31142231408,-2.09427420328,-1.75945074025,-1.90330331973,-1.9608011445,-1.70649571847,-1.43558482979
8,-2.1859781583,-1.67522730078,-1.12831759012,-1.70623615746,-2.19910792647,-2.27180509355,-2.05888000262,-1.4858024022,-1.56814123501,-1.63683168801,-0.991833295216,-1.36342903427,-1.14023167195,-2.13201986453,-2.17093683055,-1.76337851946,-1.58044163282,-1.34622317593,-1.87438228075,-1.17206956717,-2.25549587421,-1.85048973664,-1.85033927409,-2.53178859549,-2.49495356811,-2.13339662263,-2.79482601913,-2.27023863448,-1.7549418155,-1.84290589722,-1.87215396368,-1.75998977738,-1.81549951535,-1.59487100866,-1.69383598106,-2.08834112709,-1.35494532762,-1.25315265529,-2.29375502659,-2.84196970811,-2.08353498929,-2.40882089178,-2.4797327413,-2.65722303418,-3.07359661474,-2.65008502332,-2.72170539472,-2.6960866668,-2.49588078354,-2.14020824637,-2.16380401195,-1.07143578483,-2.1081898576,-1.54688969505,-1.5170162928
9,-2.70636867019,-1.73586871278,-1.23808065184,-1.8626120606,-2.25389350813,-2.8168313395,-2.14270395123,-1.41280323803,-1.88548249327,-1.55956513799,-1.51843443151,-1.29637070858,-1.32895005802,-2.3334658974,-2.01456153022,-1.55308041349,-1.59620754565,-1.65992419449,-2.03802611,-1.45414211315,-2.37917963466,-1.74877916662,-1.55828610577,-2.29651060972,-2.80920989337,-1.85335965964,-2.76455000983,-2.27850734973,-1.69466029473,-2.04821045708,-1.42148018539,-1.31822468329,-2.02696662008,-1.67095747943,-1.65386500219,-2.16225170687,-1.53994088396,-1.00642953886,-2.23866825468,-2.9316944414,-1.820466321,-2.40193790989,-2.38891399316,-2.8966452116,-3.06798511649,-2.77276872379,-2.66764496711,-2.52967513025,-2.28254737258,-2.01285931312,-1.65409362795,-1.57886332236,-2.1433496448,-1.49212827046,-1.66892870281
