,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
10,-2.18747470171,-1.62331438969,-1.58044234562,-1.59376233931,-2.212700705,-2.41680297035,-2.21868962759,-1.6888233451,-1.49038039857,-1.83831616231,-1.64045684983,-1.04322819086,-1.37925297398,-2.13771382584,-2.12582784281,-1.95383140775,-1.86883945879,-1.82018388804,-2.03881090318,-1.4058965207,-1.84179472849,-1.762678127,-1.67664445902,-2.35355528144,-2.56298224574,-2.42508181006,-2.38000503074,-2.37120961643,-1.4402134176,-1.63886172964,-1.34811363368,-1.60499605266,-1.8427018693,-1.70875515392,-1.674805586,-1.86561487383,-1.53697132386,-1.46560443756,-2.64057630925,-2.80899720098,-2.0299263241,-2.20606262335,-2.53906444258,-2.64663861949,-3.20407266818,-3.00860050774,-2.80436011826,-2.79009187205,-2.27127218332,-2.05803488096,-1.76783162561,-1.59070974847,-2.25305985592,-2.21702470076,-1.46008473377
11,-2.03029061712,-3.05859731312,-0.453635704228,-0.387078472584,-2.13799441857,-2.83016691935,-2.36401302735,-1.6389000821,-2.15331133003,-2.13325626942,-1.19529827926,-2.57570765971,-2.17344565285,-1.92823269634,-4.58493583721,-3.3337457627,-2.47147126678,1.00786420917,-3.19561662165,-0.468827869346,-2.84735306076,-0.915121710567,-0.206171879496,-4.45369606517,-5.09899638501,-1.27447120112,-2.73441869104,-2.07196541939,-0.514355420991,-0.0286771755259,-1.28450791605,-1.50843128928,-2.49455777851,-2.39394159088,-1.0458739727,-1.75240134208,-0.750113181609,0.59974019837,-6.31744764153,-1.61651704569,-0.829202098569,-2.10743819615,-5.03724646662,-6.22296770754,-6.08700753851,-1.95032160392,-3.98909621045,-4.25398646278,-3.51429112123,-1.64609958143,-1.79687390056,-0.923724291605,-3.28260865452,-0.689684876849,-0.801795237368
12,-2.30695517486,-1.67621124456,-1.46370197784,-1.370198812,-2.64454515284,-2.36835672492,-2.57263514505,-1.02042804076,-1.77792520365,-1.63696614179,-1.23822637711,-1.35152249846,-1.5022465136,-2.5636909548,-2.36957072843,-1.79425900217,-1.47008323324,-2.00287862106,-1.80160041717,-1.18615474747,-1.98287182181,-1.84161565744,-1.67450329163,-2.50949334393,-2.35402690415,-2.32242706069,-2.44752206928,-2.41868852916,-1.21296782463,-1.7589848651,-1.68959094731,-1.23950845594,-1.66428755893,-1.71654537266,-1.6969385493,-1.83765627464,-1.21581672143,-1.65290060541,-2.57986820418,-2.6793119265,-1.93804323109,-2.50736465598,-2.61007317271,-2.58812534748,-3.12572110352,-2.78402035112,-2.962188744,-2.9037934758,-2.56585455288,-1.74850375423,-1.79793770848,-1.63894040024,-1.99734730301,-1.75022513904,-1.59583061731
13,-2.52924926262,-1.60536199794,-1.46968237969,-1.66107785042,-2.10007769886,-2.67970212557,-2.0119707454,-1.38888572098,-1.87442459753,-1.72890333361,-1.24255124801,-1.30880567043,-1.39309161026,-2.11746300448,-2.17243391864,-2.11898299247,-1.50948524782,-1.59509338752,-1.93803219675,-1.46219839592,-2.41045665404,-1.81885688482,-1.55027234794,-2.84020108424,-2.50203902194,-2.41997308207,-2.38856111161,-2.53141970958,-1.65307348386,-1.96095252944,-1.53735578499,-1.54150163632,-1.82704871153,-1.64500962219,-1.65572122674,-2.15567337872,-1.44035363005,-1.46367341329,-2.41847874594,-2.45706153228,-1.93132704534,-2.46697556479,-2.53252935543,-3.06116755491,-3.19373504736,-2.84438688018,-2.87292682087,-2.85105459035,-2.32061794749,-1.79260386583,-1.94395969894,-1.78325453882,-2.18312763199,-1.85933356215,-1.41845399867
14,-2.28791253249,-0.70981632496,-0.155068453095,-0.897825491455,-2.66246900632,-1.31177224526,-4.76896700078,-1.61679931438,-2.3670348532,-3.20354579474,-2.04433014593,-2.05021719583,-0.730324060472,-3.69807941161,-3.41732126656,-2.84627422209,-0.791407006548,-0.999258349201,-2.79029414936,-1.31067001967,-2.49394169058,-2.11044187767,-0.3857932659,-2.9549154909,-3.31869287209,-1.78944500391,-3.20480780538,-1.55884072443,-1.95427995531,-2.24544457939,-1.75216054843,-1.79790112069,-0.782787060821,-1.73114445244,-0.591587229165,-1.53519801837,-1.86562287102,-1.89167948637,-2.86042404613,-5.36241150877,-1.42645267048,-4.01376316914,-2.49752530248,-5.7709030348,-5.14723329667,-4.26382735627,-3.28996273242,-4.93120438281,-1.74178672489,-1.74859987145,0.323582877342,-3.9341961886,-1.16783742986,-2.44943457527,-1.4577846644
15,-2.32579429243,-1.39200011729,-1.15839929499,-1.87594847555,-2.2057241534,-2.41484680038,-2.1626296849,-1.97968455268,-1.82493694104,-1.82247250194,-1.6750821221,-1.44110704034,-1.63298154297,-2.21643336779,-2.38479945902,-1.93642163518,-1.63539581457,-1.26249542621,-2.06024711225,-1.34049063135,-2.27700433653,-1.92236438248,-1.29973559589,-2.36096282215,-2.5828381609,-2.07236865214,-2.64518025899,-2.23126140927,-1.38000544816,-1.71220635268,-1.45650608485,-1.42679335862,-2.38725128514,-1.53096700567,-1.6129144693,-1.9414056198,-1.05278388173,-1.64383710132,-2.34272475613,-2.87069237015,-2.22632258136,-2.62764528796,-2.68098890355,-2.60378679755,-8.25572903436,-2.74196536874,-2.36139302469,-2.96458522192,-2.40933911913,-1.95626880867,-1.78758190834,-1.41138875589,-2.32313276324,-1.82572012988,-1.28875697094
16,-4.74245591967,-1.44989495447,-2.2157333235,-2.27255460652,-2.43765213753,-3.82682501687,-2.0017330355,-1.21464651457,-1.59678880016,-1.68928589106,-1.93931582412,-1.90352911368,-1.83385299316,-2.24699840616,-2.56864967547,-2.28187268341,-0.202870303276,-1.88369463353,-2.11724649006,-1.53109229962,-2.24146457175,-1.14551166208,-1.4459336009,-2.75495621844,-3.75304471594,-1.38273729541,-2.6276577539,-2.47014272395,-1.62891310987,-1.23494912697,-1.96620856789,-1.1385511019,-1.82017292973,-0.852937224599,-1.15349586698,-2.42835859567,-0.34065806731,-2.16089016523,-3.1924237807,-7.48703926669,-2.20204139936,-2.16841136021,-3.83377789445,-2.42334080427,-3.15199428481,-3.05334369382,-3.27882534517,-5.12046798825,-0.851854832527,-2.28348366306,-0.7291569836,-1.47025278644,-3.18041484498,-0.922495491246,-1.67979411989
17,-2.5012776519,-1.59842611717,-1.51404558714,-1.37923796716,-1.81688857542,-2.60713711516,-2.08749189812,-1.42931743536,-1.64379095593,-1.7245282953,-1.62420278596,-1.23148421332,-1.60153351131,-2.3855523825,-1.8945182607,-2.41273714015,-1.67147950396,-1.49808427224,-2.16280308598,-1.45251612483,-2.25322255478,-1.55771906781,-1.07201033733,-2.06880780631,-2.64480585327,-1.98929934045,-2.67749535007,-2.32216348067,-1.24077878196,-1.84925238097,-1.88958285006,-2.04127857533,-2.28985237862,-1.48734741989,-1.67471630893,-1.66444428257,-1.12159339778,-1.25903284913,-2.87236188903,-2.35479663092,-1.5706538395,-2.23024347348,-2.66315832825,-2.5415424224,-8.29336565128,-2.90493500938,-2.9380563405,-2.80756697873,-2.45312769903,-1.983939423,-1.8244722653,-1.30399285117,-2.28317719096,-1.37753688507,-1.52468745548
18,-2.16448047327,-1.54599122777,-1.44408699238,-1.84459783715,-2.48545759969,-2.31618228113,-2.10947471333,-1.15880083082,-1.34608824496,-1.47354686356,-1.43376343261,-1.31189675636,-1.26016916872,-2.37382640354,-2.17168230656,-1.87903219622,-1.89428013904,-1.6521209748,-1.9610935319,-1.44566847446,-2.38107187073,-1.85431345611,-1.47441796883,-1.90778494107,-2.39092530121,-2.25593429828,-2.63821462641,-2.51280697414,-1.32446842559,-1.5626061915,-1.69181210992,-1.63150094909,-2.01668813586,-1.84453429751,-1.32309876457,-1.8127610626,-1.41354515788,-1.41071564972,-2.62884972667,-2.44249314851,-1.67692963686,-2.55254486276,-2.54890145369,-2.50693683773,-8.07842716566,-2.9688021879,-2.76434274082,-2.96849937755,-2.60341839823,-2.0712019134,-1.78615911055,-1.64064615582,-2.09684107094,-1.76155347997,-1.70997538984
19,-2.77749253318,-1.32102953119,-1.42830748365,-0.980948220259,-2.1990687893,-8.80423511724,-1.14613750587,-0.729266232938,-1.61100435923,-1.37278908005,-1.80572151152,-1.39360798876,-1.20473084091,-2.41482013992,-2.80370339836,-2.04347923892,-1.71849078628,-1.56381789412,-2.81270388503,-1.24309604345,-3.07243924043,-2.28781079467,-1.98995543873,-2.10500559058,-2.67362805666,-1.80585605681,-3.10730081185,-2.65263445289,-2.13637300471,-1.50866708049,-1.46850397743,-1.07644392506,-2.0568244237,-1.70450634726,-1.83048765317,-1.94047677135,-1.41133360483,-1.50575995678,-2.91993305895,-2.76517492593,-1.50164091149,-2.50026307732,-2.39866418442,-2.87026339217,-5.45277363038,-3.04272068593,-2.8432515828,-2.55073483622,-1.6454126342,-1.1609383174,-1.50553960943,-1.87871346139,-1.85825564257,-1.36882565533,-2.23222230333
20,-1.8089706857,-1.67637255231,-1.50531239185,-1.54937647002,-2.62204914581,-2.42121389372,-1.9125344942,-1.58232554465,-1.73740043895,-1.47663235494,-1.09044067363,-1.30443026888,-1.81471447389,-2.37524345596,-2.12771951816,-2.01568124104,-1.58601995521,-1.58704254627,-2.08953376099,-1.27275477708,-2.31864218507,-1.48680667848,-1.88749560673,-2.3902502724,-2.58602763126,-2.09249297272,-2.68226594353,-2.96498191682,-1.41591858512,-1.87668731931,-1.42118753911,-1.1035919926,-1.92021430628,-1.33908128262,-1.48049740678,-1.76442245917,-1.11600873181,-1.45386611942,-2.36431834358,-2.54661311716,-1.91097502508,-2.42727338183,-2.66105664907,-2.69303085726,-8.40385535094,-2.66801592054,-2.76114876992,-2.60324442618,-2.46556396173,-2.17129535146,-2.23607015399,-1.56670669274,-2.08840524086,-1.62472002842,-1.34692192367
21,-3.41135087,-2.50584868439,-2.68225552575,-1.62179587538,-2.61568417698,-3.65483657365,-2.68066474062,-0.190960559823,-0.868983596444,-0.69240385361,-1.82682623102,-1.75937595342,-0.968895677035,-1.54598492771,-3.33966589052,-1.91753924487,-0.803043121413,-1.31226852006,-1.68056300861,-0.308088429665,-1.21158631881,-2.35515500003,-3.61998847563,-2.37035070599,-2.70731516051,-1.75585631099,-4.13547257134,-3.78441405817,-1.63879926144,-1.40287890056,-2.3784496448,-3.71070777661,-3.06848981362,-1.02515437033,-1.71920156479,-0.795884619598,-1.18424605545,-0.429591799338,-2.56838300807,-8.29842629659,-2.28501077918,-3.06895970517,-2.56099043453,-2.39131437613,-3.73842202719,-1.91849290045,-3.37396173641,-3.715650003,-2.34280054179,-1.94049191847,-3.21026226712,-1.27297666495,-2.04276940761,-1.12197517422,-1.79003418973
22,-2.00684911805,-1.70972898899,-1.56304050837,-1.61494682309,-2.6425054537,-2.64717557404,-2.35866703573,-1.4460443231,-1.54368378968,-1.56875300657,-1.32019741224,-1.20458564749,-1.44891762009,-2.34979721964,-1.94870887365,-1.56470509534,-1.66255233854,-1.60796559415,-1.68865124046,-1.2704890497,-2.15011294084,-1.7948883543,-1.53684565373,-2.43307449433,-2.6862099921,-1.99656034617,-2.65782283091,-2.44085164013,-1.28706829238,-1.94235492297,-1.26494128841,-1.27805860821,-1.75734125405,-1.39263727344,-1.90389094529,-2.03608189708,-1.05433382884,-1.49078636642,-2.53224481678,-2.30780165349,-1.86187837657,-2.31507301594,-2.5987353262,-2.8648575657,-3.26159334173,-2.71974113123,-3.07540455228,-2.47991670725,-2.35150688736,-1.53308522316,-1.94858642786,-1.54213631017,-1.79249109144,-1.66163477316,-1.66015472566
23,-2.89381939088,-2.1940692667,-0.51589637173,-1.5244383648,-3.25193492276,-1.8732279619,-2.41963188888,-1.51811079439,-1.51796465301,-1.77122780299,-1.32556018578,-1.26491604683,-1.27686849252,-2.50806640569,-2.55799865857,-1.57970575979,-1.50384631317,-2.16411641099,-2.17376348823,-1.14879832851,-1.76208397689,-2.00286291264,-1.70916876105,-2.79853343113,-1.70833286891,-1.44526668354,-7.87363602948,-2.96733459212,-1.57413185222,-1.60730611801,-2.20749676706,-1.49414965565,-2.4516817577,-1.29462937301,-1.46849769447,-1.4497388918,-1.17051255426,-1.81302352495,-1.94284030667,-2.3066617425,-1.48402476832,-3.05706167099,-1.96653761441,-2.73558814628,-6.03459158224,-2.11697794709,-2.44654446414,-2.18914179555,-2.0446594979,-2.84542862661,-1.10773104773,-1.39412071033,-0.83801628404,-1.66703781263,-1.25845449534
24,-2.30241318096,-1.55763364391,-1.87315925822,-1.67544792632,-2.27698637934,-2.01734178929,-1.57774915369,-1.42635948276,-2.21829751372,-1.93627650973,-1.25833214153,-1.1641449422,-1.6209707154,-2.61432939817,-2.47094629043,-1.90418848625,-1.91096311845,-1.75015463049,-1.82823533355,-1.53970684443,-1.90174424591,-1.70394771455,-1.88110137547,-1.88383382119,-2.71509433202,-1.96136650136,-2.69610696959,-2.32013722256,-1.65274193389,-1.8256956409,-1.54166646297,-1.54635852913,-2.01738088436,-1.67860255608,-1.80932294337,-1.81337751533,-1.20128120104,-1.15115229553,-2.70640488695,-2.26327366902,-1.9072785015,-2.51992577355,-2.34670389743,-2.50287668766,-8.29002086698,-2.97067081501,-2.57824786455,-2.88743344473,-2.08900578396,-1.81554734768,-1.98623039292,-1.68432463652,-2.10726708471,-1.82851948268,-1.29341480394
25,-3.54210359233,-2.75480989687,-0.501771103824,-0.686305760315,-3.26882757001,-2.53582998454,-4.38635997069,-2.38609039072,1.06832674176,-0.158986624073,-2.32787567739,-2.85815900689,-1.09105640013,-3.28153231096,-2.27192740933,-1.91467162437,-1.42571785997,-2.19743034539,-1.49168534471,-2.94841610067,-1.99873492258,-1.7453378703,-1.75769915779,-1.66754659559,-2.24822634524,-1.96043787015,-2.46428889102,-3.60413334167,-2.09773208071,-1.35312986163,-0.435433439236,-1.24935290439,-3.27446488372,-1.34821771169,-0.852962899594,-3.86412039249,-1.02015037222,-1.51038357344,-2.04773205504,-4.04886141957,-2.33723212569,-2.15112368128,-4.11007391613,-4.14416922671,-5.8190813408,-1.27288911287,-2.97391423835,-5.07217956588,-2.00033751035,-3.01771580689,-2.61619569229,-1.28685486547,-3.28254157699,-1.33030636073,-0.317673758559
26,-2.59125483931,-1.73883417684,-1.40548442896,-1.88029766883,-2.27529843997,-2.72610781756,-2.04399522123,-1.49611194211,-1.70575061404,-1.70785279073,-1.34777367886,-1.41440037185,-1.46185634513,-2.22356759076,-2.17849504841,-1.84614391666,-1.6851801941,-1.56848916197,-2.08864947669,-1.65906281688,-2.25266170507,-1.84067240017,-1.40027655213,-2.26771751154,-2.32178862961,-2.08943213396,-2.6626301035,-2.06159584485,-1.5672677014,-1.7022568449,-1.55050997371,-1.46156919597,-1.904362595,-1.54539621228,-1.70193628459,-1.76008117561,-1.22246197851,-1.1169427716,-2.13678512598,-2.59632854822,-1.88643711762,-2.36643628417,-2.44753820103,-2.95330232697,-3.18384070186,-3.15851386345,-2.76901605694,-2.84934796885,-2.36864969416,-1.81739921354,-1.79850616856,-1.39439240756,-2.19802517464,-1.51872825316,-1.57655437352
27,-2.40696726021,-1.25969439216,-1.50482072676,-1.72549095797,-2.63509315599,-2.62117660656,-1.79277603651,-1.48527809472,-1.7695748559,-1.82212710327,-1.35074757423,-1.34687365466,-1.53454403274,-2.31597872884,-2.14652973631,-1.83820312058,-1.62166802098,-1.7903921666,-1.92790787657,-1.1847432031,-2.06901547308,-1.6394268401,-0.973163961294,-2.1555747654,-2.88267795514,-2.25759056848,-2.80307929926,-2.24446373546,-1.47106554506,-1.77667675912,-1.32003044693,-1.58458306301,-1.77559738418,-1.55971181343,-1.63517214646,-1.9546919512,-1.17537686527,-1.3110589054,-2.32612118357,-2.71948727322,-1.97581828913,-2.46398954766,-2.67674478473,-2.86481682597,-3.10043490456,-3.17556256518,-3.52923635663,-2.55807234339,-2.37949551807,-2.19648095373,-1.51885709349,-1.67552403896,-1.88500804355,-1.86948932384,-1.62027350761
28,-2.32447938332,-1.93377867146,-1.52079937225,-2.09116637812,-2.21611161629,-7.55759550872,-2.01421123821,-1.88238910933,-1.6717698095,-0.992485231718,-1.54084081705,-1.01757643607,-1.87390923591,-1.95244870027,-1.62670712905,-2.14184985973,-2.05581400509,-1.53586215295,-2.31003357573,-1.5701466998,-2.12996060147,-1.63027434678,-1.0657431047,-2.39904598943,-2.56266913301,-2.7221985476,-3.25944048704,-2.51770648027,-1.27090612923,-1.77269191161,-1.50668206284,-1.49836304128,-1.82800727618,-2.14561933245,-2.00041784789,-1.26548893464,-1.63641438211,-1.05031337813,-2.49186760432,-2.47513896573,-1.52082476501,-2.26949855479,-3.01575397108,-2.4120160049,-5.42711310134,-2.76926278304,-2.54988835725,-2.60935139112,-2.02721685838,-1.85768523414,-2.18401873968,-1.63191070476,-2.10811448178,-1.84716636198,-1.46319861031
29,-2.46252024667,-1.78784437427,-1.51060118425,-1.26560657623,-2.07609210811,-2.60812520648,-1.93769970129,-1.32601892616,-1.36312215823,-1.71551053418,-1.08176210785,-0.936721764812,-1.49327953055,-2.43564732068,-2.24546145425,-1.74643155133,-1.41182618778,-1.7249623685,-2.20375979198,-1.49077918963,-2.23685150066,-1.70225560319,-1.51207077194,-2.5918800192,-2.27909220986,-2.11914667379,-2.44269629788,-2.35072735196,-1.89475356203,-1.49281824636,-1.29728804768,-1.52808550566,-1.8650215439,-1.37461904779,-1.62932601544,-2.0511122959,-1.18567813483,-1.13501971327,-2.6308965518,-2.61660653858,-1.74389719644,-2.31676067458,-2.40938183104,-2.83272621966,-3.09315603249,-2.95437881029,-3.11612738712,-2.7108517603,-2.46573431695,-1.95772311905,-1.88301514823,-1.02005127199,-2.12108103854,-1.57147838796,-1.45336376412
30,-2.55661861642,-1.64735081752,-1.49192742823,-1.4190575604,-2.60132412832,-2.77930077519,-2.15425182488,-1.3715597758,-1.68773459639,-1.75404345776,-1.38872825593,-1.60695745283,-1.56219469293,-2.39766796785,-2.12116060638,-1.79385637177,-1.55581084646,-1.83607384738,-1.725756096,-1.04122052968,-2.04326729928,-1.49067828791,-1.43755764361,-2.54154344049,-2.45371935365,-2.09902851424,-2.5267399524,-2.44535559043,-1.56182103828,-1.91207586161,-1.8814185605,-1.58782576007,-2.3695886602,-1.57709046841,-1.67935427919,-1.80410456308,-1.60644158102,-1.14864704981,-2.59047721681,-2.31794843958,-2.19479803291,-2.1433056158,-2.8127020435,-2.81616309894,-3.13272373093,-2.92126300372,-2.8865566606,-2.96193145264,-2.20122799949,-2.03401985503,-2.0746878685,-1.70649282113,-2.2876719781,-1.66245461686,-1.43856341389
